row,field,action,old,new,evidence,confidence,src
769,appointment_start_month_year,applied,Jan-05,"confirmed Jan-05 start as acting dean is correct per UW News (2005-04-07): 'acting dean since the beginning of this year'; however predecessor Gupta departed Jul-04, so there is an unaccounted ~6-month gap (Jul-04 to Jan-05) not covered by Burgstahler",https://www.washington.edu/news/2005/04/07/james-jiambalvo-named-dean-of-uw-business-school/,high,batch_20_part1.json
777,source_url,applied,https://www.isenberg.umass.edu/,https://business.wisc.edu/news/wsb-leadership-transition (or https://poetsandquants.com/2017/12/19/wisconsin-dean-steps-down-amid-continued-backlash/),https://business.wisc.edu/news/wsb-leadership-transition,high,batch_20_part1.json
780,appointment_end_year,applied,2005,2006,https://www.usu.edu/today/story/beck-dudley-named-dean-of-fsu-college-of-business,medium,batch_20_part2.json
782,end_year/departure_reason,skipped_unknown_field,1999 (implies normal end of tenure),"1999 (died in office, Feb 7, 1999)",https://business.vanderbilt.edu/news/2019/09/05/new-leaders-renewed-innovation/,high,batch_20_part2.json
789,dean_name,applied,Scot Pugh,S. Douglas Pugh (also referred to as 'Doug Pugh' in some VCU coverage),https://news.vcu.edu/article/Doug_Pugh_named_VCU_School_of_Business_interim_dean,high,batch_20_part2.json
789,origin_category,applied,Internal,Interim-Internal,https://news.vcu.edu/article/Doug_Pugh_named_VCU_School_of_Business_interim_dean,medium,batch_20_part2.json
790,dean_name,applied,Carrie Boyd,Naomi E. Boyd,https://news.vcu.edu/article/2022/01/naomi-e-boyd-named-dean-of-the-vcu-school-of-business,high,batch_20_part2.json
791,is_interim / end_date,skipped_unknown_field,"is_interim=1, Jan-24 to Present","is_interim=1 only for Jan-24 to Apr-25; became PERMANENT (non-interim) dean effective Apr 25, 2025",https://news.vcu.edu/article/2025/04/brian-brown-named-vcu-school-of-business-dean,high,batch_20_part2.json
791,dean_name,applied,David Brown,Brian P. Brown,https://news.vcu.edu/article/2024/01/brian-brown-named-interim-dean-of-the-vcu-school-of-business,high,batch_20_part2.json
791,origin_category,applied,Internal,Interim-Internal for the Jan-24–Apr-25 portion; Internal for the Apr-25–present portion,https://news.vcu.edu/article/2024/01/brian-brown-named-interim-dean-of-the-vcu-school-of-business,medium,batch_20_part2.json
793,origin_category,applied,Internal,External,https://en.wikipedia.org/wiki/Robert_Sumichrast,high,seed_chat_reports2_findings.json
796,is_duplicate_row,applied,,1,https://inside.wfu.edu/2024/05/former-dean-of-babcock-school-of-business-john-mckinnon-has-died/,medium,seed_chat_reports2_findings.json
797,prior_institution,applied,Texas Tech University,Wake Forest University (internal),https://inside.wfu.edu/1996/11/moyer-named-acting-dean-of-wfus-babcock-school/,high,seed_chat_reports2_findings.json
797,prior_position_title,applied,Department Chair (Finance),"Integon Chair of Finance, Babcock School",https://inside.wfu.edu/1996/11/moyer-named-acting-dean-of-wfus-babcock-school/,high,seed_chat_reports2_findings.json
801,dean_name,applied,Michele Roehm,Michelle Roehm,https://inside.wfu.edu/tag/michelle-roehm/,high,seed_chat_reports2_findings.json
801,origin_category,applied,Internal,Interim-Internal,https://inside.wfu.edu/tag/michelle-roehm/,high,seed_chat_reports2_findings.json
802,appointment_end_month_year,applied,Present,Dec-25,https://inside.wfu.edu/2025/12/school-of-business-dean-annette-l-ranft-transitions-to-role-as-special-advisor-to-the-interim-provost/,high,seed_chat_reports2_findings.json
802,appointment_end_year,applied,,2025,https://inside.wfu.edu/2025/12/school-of-business-dean-annette-l-ranft-transitions-to-role-as-special-advisor-to-the-interim-provost/,high,seed_chat_reports2_findings.json
804,dean_name,applied,Leonard (Chip) Hunter,Larry W. (Chip) Hunter,https://archive.news.wsu.edu/press-release/2015/03/10/wsu-appoints-hunter-as-carson-college-of-business-dean,high,seed_wsu_olin_findings.json
805,appointment_end_month_year,applied,Present,Dec-24,https://news.wsu.edu/news/2024/12/17/compeau-named-dean-of-the-carson-college-of-business/,high,seed_wsu_olin_findings.json
805,appointment_end_year,applied,,2024,https://news.wsu.edu/news/2024/12/17/compeau-named-dean-of-the-carson-college-of-business/,high,seed_wsu_olin_findings.json
805,dean_name,applied,Diane Compeau,Deborah (Debbie) Compeau,https://news.wsu.edu/news/2024/12/17/compeau-named-dean-of-the-carson-college-of-business/,high,seed_wsu_olin_findings.json
805,is_interim,applied,0,1,https://business.wsu.edu/edividend/2023/12/01/message-dean-december-2023/,high,seed_wsu_olin_findings.json
805,origin_category,applied,Internal,Interim-Internal,https://business.wsu.edu/edividend/2023/12/01/message-dean-december-2023/,high,seed_wsu_olin_findings.json
808,notes,applied_notes,Olin faculty since 1990; was geraldine virgil professor and associate dean before becoming dean; stepped down 2020,"stepped down June 30, 2016",https://source.washu.edu/2016/01/gupta-conclude-deanship-june-30/,high,seed_wsu_olin_findings.json
820,appointment_url,applied,https://som.yale.edu/news/2004/04/yale-school-of-management-dean-jeffrey-e-garten-to-step-down-in-2005,https://archives.yalealumnimagazine.com/issues/96_02/som.html,https://archives.yalealumnimagazine.com/issues/96_02/som.html,medium,seed_chat_reports_findings.json
824,source_url,applied,https://alumni.som.yale.edu/news/2017/08/update-from-acting-dean-anjani-jain-august-2017,https://poetsandquants.com/2017/05/17/yale-som-dean-taking-one-year-sabbatical/,https://poetsandquants.com/2017/05/17/yale-som-dean-taking-one-year-sabbatical/,high,seed_chat_reports_findings.json
