appointment_id,institution_id,seat_id,seat_level,source_index,title_verbatim,unit_name,person_id,start_date,start_precision,end_date,end_precision,end_date_suppressed,is_current,is_interim,is_interim_legacy,interim_evidence,interim_evidence_quote,interim_override,interim_override_reason,interim_diverges_from_legacy,title_is_compound,converted_to_permanent,linked_permanent_id,predecessor_appointment_id,appointment_seq,is_left_censored,last_verified_date,announcement_date,search_start_date,search_firm,is_internal_hire,source_url
US-UNIVERSITY-OF-ARKANSAS-D-SAM-M-WALTON-COLLEGE-OF-BUSINESS-2005-2,US-UNIVERSITY-OF-ARKANSAS,US-UNIVERSITY-OF-ARKANSAS-D-SAM-M-WALTON-COLLEGE-OF-BUSINESS,dean,r1-bschool-deans.json,,Sam M. Walton College of Business,P04775,2005-08-01,month,2012-08-01,month,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-ARKANSAS-D-SAM-M-WALTON-COLLEGE-OF-BUSINESS-1993-1,2,FALSE,,,,,FALSE,https://news.uark.edu/articles/13196/worrell-named-dean-of-sam-m-walton-college-of-business
US-UNIVERSITY-OF-VIRGINIA-D-DARDEN-SCHOOL-OF-BUSINESS-2005-7,US-UNIVERSITY-OF-VIRGINIA,US-UNIVERSITY-OF-VIRGINIA-D-DARDEN-SCHOOL-OF-BUSINESS,dean,r1-bschool-deans.json,,Darden School of Business,P04776,2005-08-01,month,2015-07-01,month,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-VIRGINIA-D-DARDEN-SCHOOL-OF-BUSINESS-2001-6,7,FALSE,,,,,TRUE,https://www.newswise.com/articles/scott-beardsley-named-next-dean-of-university-of-virginia-darden-school-of-business
US-UNIVERSITY-OF-TEXAS-EL-PASO-D-WOODY-HUNT-COLLEGE-OF-BUSINESS-2005-4,US-UNIVERSITY-OF-TEXAS-EL-PASO,US-UNIVERSITY-OF-TEXAS-EL-PASO-D-WOODY-HUNT-COLLEGE-OF-BUSINESS,dean,r1-bschool-deans.json,,Woody Hunt College of Business,P04777,2005-09-01,month,2018-09-01,month,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-TEXAS-EL-PASO-D-WOODY-HUNT-COLLEGE-OF-BUSINESS-2004-3,4,FALSE,,,,,FALSE,https://www.elpasoinc.com/news/q_and_a/bob-nachtmann-dean-utep-college-of-business-administration/article_aedcbc54-4bdd-11e8-8068-6f8421b55514.html
US-UNIVERSITY-OF-OKLAHOMA-D-PRICE-COLLEGE-OF-BUSINESS-2005-4,US-UNIVERSITY-OF-OKLAHOMA,US-UNIVERSITY-OF-OKLAHOMA-D-PRICE-COLLEGE-OF-BUSINESS,dean,r1-bschool-deans.json,,Price College of Business,P04778,2005-10-01,month,2006-12-01,month,FALSE,FALSE,TRUE,TRUE,narrative_allocated,Interim dean 2005-2006 per roster of deans,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-OKLAHOMA-D-PRICE-COLLEGE-OF-BUSINESS-2001-3,4,FALSE,,,,,TRUE,https://en.wikipedia.org/wiki/Daniel_A._Wren
US-GEORGETOWN-UNIVERSITY-D-MCDONOUGH-SCHOOL-OF-BUSINESS-2005-5,US-GEORGETOWN-UNIVERSITY,US-GEORGETOWN-UNIVERSITY-D-MCDONOUGH-SCHOOL-OF-BUSINESS,dean,r1-bschool-deans.json,,McDonough School of Business,P02851,2005-11-01,month,2011-06-01,month,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-GEORGETOWN-UNIVERSITY-D-MCDONOUGH-SCHOOL-OF-BUSINESS-2004-4,5,FALSE,,,,,FALSE,https://thehoya.com/uncategorized/daly-begins-new-era-for-msb/
US-BAYLOR-UNIVERSITY-CENTRAL-2006-4,US-BAYLOR-UNIVERSITY,US-BAYLOR-UNIVERSITY-CENTRAL,president,r1-university-deans.json,President,Office of the President,P03949,2006-01-01,year,2008-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,President,FALSE,,FALSE,FALSE,FALSE,,US-BAYLOR-UNIVERSITY-CENTRAL-2005-3,4,FALSE,,,,,FALSE,https://about.web.baylor.edu/heritage/baylor-history/baylor-presidents
US-BOSTON-UNIVERSITY-CENTRAL-2006-6,US-BOSTON-UNIVERSITY,US-BOSTON-UNIVERSITY-CENTRAL,president,r1-university-deans.json,President,Office of the President,P03262,2006-01-01,year,2023-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,President,FALSE,,FALSE,FALSE,FALSE,,US-BOSTON-UNIVERSITY-CENTRAL-2005-5,6,FALSE,,,,,FALSE,https://en.wikipedia.org/wiki/Boston_University
US-CALIFORNIA-INSTITUTE-OF-TECHNOLOGY-CENTRAL-2006-4,US-CALIFORNIA-INSTITUTE-OF-TECHNOLOGY,US-CALIFORNIA-INSTITUTE-OF-TECHNOLOGY-CENTRAL,president,r1-university-deans.json,President,Office of the President,P03405,2006-01-01,year,2013-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,President,FALSE,,FALSE,FALSE,FALSE,,US-CALIFORNIA-INSTITUTE-OF-TECHNOLOGY-CENTRAL-1997-3,4,FALSE,,,,,FALSE,https://president.caltech.edu/history
US-CASE-WESTERN-RESERVE-UNIVERSITY-CENTRAL-2006-6,US-CASE-WESTERN-RESERVE-UNIVERSITY,US-CASE-WESTERN-RESERVE-UNIVERSITY-CENTRAL,president,r1-university-deans.json,President,Office of the President,P02809,2006-01-01,year,2007-01-01,year,FALSE,FALSE,TRUE,TRUE,narrative_unanchored,Interim.,TRUE,Interim.,FALSE,FALSE,FALSE,,US-CASE-WESTERN-RESERVE-UNIVERSITY-CENTRAL-2002-5,6,FALSE,,,,,FALSE,https://en.wikipedia.org/wiki/Case_Western_Reserve_University
US-COLORADO-SCHOOL-OF-MINES-CENTRAL-2006-6,US-COLORADO-SCHOOL-OF-MINES,US-COLORADO-SCHOOL-OF-MINES-CENTRAL,president,r1-university-deans.json,President,Office of the President,P04779,2006-01-01,year,2015-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,President,FALSE,,FALSE,FALSE,FALSE,,US-COLORADO-SCHOOL-OF-MINES-CENTRAL-2001-5,6,FALSE,,,,,,https://en.wikipedia.org/wiki/Colorado_School_of_Mines
US-CORNELL-UNIVERSITY-CENTRAL-2006-5,US-CORNELL-UNIVERSITY,US-CORNELL-UNIVERSITY-CENTRAL,president,r1-university-deans.json,President,Office of the President,P04278,2006-01-01,year,2015-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,President,FALSE,,FALSE,FALSE,FALSE,,US-CORNELL-UNIVERSITY-CENTRAL-2005-4,5,FALSE,,,,,FALSE,https://president.cornell.edu/the-presidency/
US-HARVARD-UNIVERSITY-CENTRAL-2006-4,US-HARVARD-UNIVERSITY,US-HARVARD-UNIVERSITY-CENTRAL,president,r1-university-deans.json,President,Office of the President,P01059,2006-01-01,year,2007-01-01,year,FALSE,FALSE,TRUE,TRUE,narrative_unanchored,Interim after Summers resignation,TRUE,Interim after Summers resignation,FALSE,FALSE,FALSE,,US-HARVARD-UNIVERSITY-CENTRAL-2001-3,4,FALSE,,,,,TRUE,https://en.wikipedia.org/wiki/Derek_Bok
US-KENT-STATE-UNIVERSITY-CENTRAL-2006-4,US-KENT-STATE-UNIVERSITY,US-KENT-STATE-UNIVERSITY-CENTRAL,president,r1-university-deans.json,President,Office of the President,P03428,2006-01-01,year,2014-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,President,FALSE,,FALSE,FALSE,FALSE,,US-KENT-STATE-UNIVERSITY-CENTRAL-1991-3,4,FALSE,,,,,FALSE,https://en.wikipedia.org/wiki/List_of_presidents_of_Kent_State_University
US-LEHIGH-UNIVERSITY-CENTRAL-2006-5,US-LEHIGH-UNIVERSITY,US-LEHIGH-UNIVERSITY-CENTRAL,president,r1-university-deans.json,President,Office of the President,P04780,2006-01-01,year,2014-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,President,FALSE,,FALSE,FALSE,FALSE,,US-LEHIGH-UNIVERSITY-CENTRAL-1998-4,5,FALSE,,,,,FALSE,https://en.wikipedia.org/wiki/List_of_presidents_of_Lehigh_University
US-MIAMI-UNIVERSITY-CENTRAL-2006-6,US-MIAMI-UNIVERSITY,US-MIAMI-UNIVERSITY-CENTRAL,president,r1-university-deans.json,President,Office of the President,P04781,2006-01-01,year,2016-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,President,FALSE,,FALSE,FALSE,FALSE,,US-MIAMI-UNIVERSITY-CENTRAL-1996-5,6,FALSE,,,,,FALSE,https://en.wikipedia.org/wiki/David_C._Hodge
US-MISSISSIPPI-STATE-UNIVERSITY-CENTRAL-2006-6,US-MISSISSIPPI-STATE-UNIVERSITY,US-MISSISSIPPI-STATE-UNIVERSITY-CENTRAL,president,r1-university-deans.json,President,Office of the President,P04782,2006-01-01,year,2008-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,President,FALSE,,FALSE,FALSE,FALSE,,US-MISSISSIPPI-STATE-UNIVERSITY-CENTRAL-2002-5,6,FALSE,,,,,,https://en.wikipedia.org/wiki/List_of_presidents_of_Mississippi_State_University
US-NORTH-CAROLINA-A-AND-T-STATE-UNIVERSITY-CENTRAL-2006-5,US-NORTH-CAROLINA-A-AND-T-STATE-UNIVERSITY,US-NORTH-CAROLINA-A-AND-T-STATE-UNIVERSITY-CENTRAL,president,r1-university-deans.json,Chancellor,Office of the Chancellor,P04783,2006-01-01,year,2007-01-01,year,FALSE,FALSE,TRUE,TRUE,narrative_unanchored,Interim chancellor,TRUE,Interim chancellor,FALSE,FALSE,FALSE,,US-NORTH-CAROLINA-A-AND-T-STATE-UNIVERSITY-CENTRAL-1999-4,5,FALSE,,,,,,https://en.wikipedia.org/wiki/List_of_leaders_of_North_Carolina_Agricultural_and_Technical_State_University
US-NORTHEASTERN-UNIVERSITY-CENTRAL-2006-4,US-NORTHEASTERN-UNIVERSITY,US-NORTHEASTERN-UNIVERSITY-CENTRAL,president,r1-university-deans.json,President,Office of the President,P04784,2006-01-01,year,,,FALSE,TRUE,FALSE,FALSE,title_plain,President,FALSE,,FALSE,FALSE,FALSE,,US-NORTHEASTERN-UNIVERSITY-CENTRAL-1996-3,4,FALSE,,,,,FALSE,https://en.wikipedia.org/wiki/List_of_presidents_of_Northeastern_University
US-TEMPLE-UNIVERSITY-CENTRAL-2006-4,US-TEMPLE-UNIVERSITY,US-TEMPLE-UNIVERSITY-CENTRAL,president,r1-university-deans.json,President,Office of the President,P04120,2006-01-01,year,2012-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,President,FALSE,,FALSE,FALSE,FALSE,,US-TEMPLE-UNIVERSITY-CENTRAL-2000-3,4,FALSE,,,,,FALSE,https://president.temple.edu/university-leadership/past-presidents
US-TEXAS-A-AND-M-UNIVERSITY-CENTRAL-2006-7,US-TEXAS-A-AND-M-UNIVERSITY,US-TEXAS-A-AND-M-UNIVERSITY-CENTRAL,president,r1-university-deans.json,President,Office of the President,P04785,2006-01-01,year,2008-01-01,year,FALSE,FALSE,TRUE,TRUE,narrative_allocated,Interim president Dec 2006 - Jan 2008.,FALSE,,FALSE,FALSE,FALSE,,US-TEXAS-A-AND-M-UNIVERSITY-CENTRAL-2002-6,7,FALSE,,,,,TRUE,https://en.wikipedia.org/wiki/President_of_Texas_A%26M_University
US-UNIVERSITY-OF-CALIFORNIA-LOS-ANGELES-CENTRAL-2006-3,US-UNIVERSITY-OF-CALIFORNIA-LOS-ANGELES,US-UNIVERSITY-OF-CALIFORNIA-LOS-ANGELES-CENTRAL,president,r1-university-deans.json,Acting Chancellor,Office of the Chancellor,P04340,2006-01-01,year,2007-01-01,year,FALSE,FALSE,TRUE,TRUE,title,Acting Chancellor,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-CALIFORNIA-LOS-ANGELES-CENTRAL-1997-2,3,FALSE,,,,,TRUE,https://en.wikipedia.org/wiki/Norman_Abrams
US-UNIVERSITY-ALBANY-SUNY-CENTRAL-2006-7,US-UNIVERSITY-ALBANY-SUNY,US-UNIVERSITY-ALBANY-SUNY-CENTRAL,president,r1-university-deans.json,Officer in Charge (Interim President),Office of the President,P04786,2006-01-01,year,2007-01-01,year,FALSE,FALSE,TRUE,TRUE,title,Officer in Charge (Interim President),FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-ALBANY-SUNY-CENTRAL-2005-6,7,FALSE,,,,,FALSE,https://www.albany.edu/president/past-presidents
US-UNIVERSITY-OF-ARIZONA-CENTRAL-2006-5,US-UNIVERSITY-OF-ARIZONA,US-UNIVERSITY-OF-ARIZONA-CENTRAL,president,r1-university-deans.json,President,Office of the President,P04787,2006-01-01,year,2011-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,President,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-ARIZONA-CENTRAL-1997-4,5,FALSE,,,,,FALSE,https://president.arizona.edu/history-presidency
US-UNIVERSITY-OF-CALIFORNIA-SANTA-CRUZ-CENTRAL-2006-6,US-UNIVERSITY-OF-CALIFORNIA-SANTA-CRUZ,US-UNIVERSITY-OF-CALIFORNIA-SANTA-CRUZ-CENTRAL,president,r1-university-deans.json,Chancellor,Office of the Chancellor,P04788,2006-01-01,year,2019-01-01,year,FALSE,FALSE,FALSE,FALSE,narrative_two_appointments,"Acting chancellor from mid-2006, appointed permanent in 2007;",FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-CALIFORNIA-SANTA-CRUZ-CENTRAL-2005-5,6,FALSE,,,,,TRUE,https://en.wikipedia.org/wiki/George_R._Blumenthal
US-UNIVERSITY-OF-CHICAGO-CENTRAL-2006-4,US-UNIVERSITY-OF-CHICAGO,US-UNIVERSITY-OF-CHICAGO-CENTRAL,president,r1-university-deans.json,President,Office of the President,P04155,2006-01-01,year,2021-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,President,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-CHICAGO-CENTRAL-2000-3,4,FALSE,,,,,FALSE,https://en.wikipedia.org/wiki/Robert_Zimmer
US-UNIVERSITY-OF-COLORADO-BOULDER-CENTRAL-2006-7,US-UNIVERSITY-OF-COLORADO-BOULDER,US-UNIVERSITY-OF-COLORADO-BOULDER-CENTRAL,president,r1-university-deans.json,Chancellor,Office of the Chancellor,P03830,2006-01-01,year,2009-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Chancellor,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-COLORADO-BOULDER-CENTRAL-1997-6,7,FALSE,,,,,FALSE,https://www.colorado.edu/chancellor/about/history-chancellorship
US-UNIVERSITY-OF-COLORADO-DENVER-CENTRAL-2006-8,US-UNIVERSITY-OF-COLORADO-DENVER,US-UNIVERSITY-OF-COLORADO-DENVER-CENTRAL,president,r1-university-deans.json,Chancellor,Office of the Chancellor,P04295,2006-01-01,year,2010-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Chancellor,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-COLORADO-DENVER-CENTRAL-2003-7,8,FALSE,,,,,,https://www.ucdenver.edu/chancellor/about/past-chancellors
US-UNIVERSITY-OF-IOWA-CENTRAL-2006-6,US-UNIVERSITY-OF-IOWA,US-UNIVERSITY-OF-IOWA-CENTRAL,president,r1-university-deans.json,President (Interim),Office of the President,P02973,2006-01-01,year,2007-01-01,year,FALSE,FALSE,TRUE,TRUE,title,President (Interim),FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-IOWA-CENTRAL-2003-5,6,FALSE,,,,,TRUE,https://en.wikipedia.org/wiki/University_of_Iowa
US-UNIVERSITY-OF-NEVADA-LAS-VEGAS-CENTRAL-2006-5,US-UNIVERSITY-OF-NEVADA-LAS-VEGAS,US-UNIVERSITY-OF-NEVADA-LAS-VEGAS-CENTRAL,president,r1-university-deans.json,President,Office of the President,P04789,2006-01-01,year,2009-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,President,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-NEVADA-LAS-VEGAS-CENTRAL-1995-4,5,FALSE,,,,,FALSE,"https://en.wikipedia.org/wiki/University_of_Nevada,_Las_Vegas"
US-UNIVERSITY-OF-NEVADA-RENO-CENTRAL-2006-5,US-UNIVERSITY-OF-NEVADA-RENO,US-UNIVERSITY-OF-NEVADA-RENO-CENTRAL,president,r1-university-deans.json,President,Office of the President,P02285,2006-01-01,year,2011-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,President,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-NEVADA-RENO-CENTRAL-2005-4,5,FALSE,,,,,FALSE,"https://en.wikipedia.org/wiki/List_of_Presidents_of_the_University_of_Nevada,_Reno"
US-UNIVERSITY-OF-NEW-MEXICO-CENTRAL-2006-9,US-UNIVERSITY-OF-NEW-MEXICO,US-UNIVERSITY-OF-NEW-MEXICO-CENTRAL,president,r1-university-deans.json,President,Office of the President,P04790,2006-01-01,year,2007-01-01,year,FALSE,FALSE,TRUE,TRUE,narrative_unanchored,Interim president,TRUE,Interim president,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-NEW-MEXICO-CENTRAL-2003-8,9,FALSE,,,,,TRUE,https://en.wikipedia.org/wiki/List_of_University_of_New_Mexico_presidents
US-UNIVERSITY-OF-TEXAS-AUSTIN-CENTRAL-2006-7,US-UNIVERSITY-OF-TEXAS-AUSTIN,US-UNIVERSITY-OF-TEXAS-AUSTIN-CENTRAL,president,r1-university-deans.json,President,Office of the President,P03862,2006-01-01,year,2015-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,President,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-TEXAS-AUSTIN-CENTRAL-1998-6,7,FALSE,,,,,TRUE,https://en.wikipedia.org/wiki/List_of_presidents_of_the_University_of_Texas_at_Austin
US-ALBERT-EINSTEIN-COLLEGE-OF-MEDICINE-CENTRAL-2006-2,US-ALBERT-EINSTEIN-COLLEGE-OF-MEDICINE,US-ALBERT-EINSTEIN-COLLEGE-OF-MEDICINE-CENTRAL,president,r1-r2public-deans.json,Dean,Office of the Dean,P04791,2006-01-01,year,2018-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,US-ALBERT-EINSTEIN-COLLEGE-OF-MEDICINE-CENTRAL-1984-1,2,FALSE,,,,,FALSE,https://www.yu.edu/news/dr-allen-m-spiegel-to-join-einstein-as-new-dean-and-vice-president-for-medical-affairs-of-yu
US-ARKANSAS-STATE-UNIVERSITY-CENTRAL-2006-17,US-ARKANSAS-STATE-UNIVERSITY,US-ARKANSAS-STATE-UNIVERSITY-CENTRAL,president,r1-r2public-deans.json,Chancellor,Office of the Chancellor,P04792,2006-01-01,year,2010-01-01,year,FALSE,FALSE,FALSE,FALSE,narrative_unanchored,In 2010 the trustees asked him to serve as interim system president;,FALSE,,FALSE,FALSE,FALSE,,US-ARKANSAS-STATE-UNIVERSITY-CENTRAL-1995-16,17,FALSE,,,,,FALSE,https://www.astate.edu/about/news/university-community-mourns-passing-of-dr-robert-l-potts.html
US-CALIFORNIA-STATE-UNIVERSITY-LONG-BEACH-CENTRAL-2006-2,US-CALIFORNIA-STATE-UNIVERSITY-LONG-BEACH,US-CALIFORNIA-STATE-UNIVERSITY-LONG-BEACH-CENTRAL,president,r1-r2public-deans.json,President,Office of the President,P04793,2006-01-01,year,2013-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,President,FALSE,,FALSE,FALSE,FALSE,,US-CALIFORNIA-STATE-UNIVERSITY-LONG-BEACH-CENTRAL-1994-1,2,FALSE,,,,,FALSE,https://www.lsu.edu/president/history.php
US-IDAHO-STATE-UNIVERSITY-CENTRAL-2006-3,US-IDAHO-STATE-UNIVERSITY,US-IDAHO-STATE-UNIVERSITY-CENTRAL,president,r1-r2public-deans.json,President,Office of the President,P04794,2006-01-01,year,2018-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,President,FALSE,,FALSE,FALSE,FALSE,,US-IDAHO-STATE-UNIVERSITY-CENTRAL-2005-2,3,FALSE,,,,,FALSE,https://www.isu.edu/news/2017-fall/idaho-state-university-president-arthur-c-vailas-announces-retirement.html
US-KENNESAW-STATE-UNIVERSITY-CENTRAL-2006-2,US-KENNESAW-STATE-UNIVERSITY,US-KENNESAW-STATE-UNIVERSITY-CENTRAL,president,r1-r2public-deans.json,President,Office of the President,P04795,2006-01-01,year,2016-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,President,FALSE,,FALSE,FALSE,FALSE,,US-KENNESAW-STATE-UNIVERSITY-CENTRAL-1981-1,2,FALSE,,,,,FALSE,https://www.usg.edu/news/release/papp_named_president_of_kennesaw_state_university
US-MERCER-UNIVERSITY-CENTRAL-2006-2,US-MERCER-UNIVERSITY,US-MERCER-UNIVERSITY-CENTRAL,president,r1-r2public-deans.json,President,Office of the President,P04575,2006-01-01,year,,,TRUE,FALSE,FALSE,FALSE,narrative_unanchored,A legal scholar who had been interim president of Baylor;,FALSE,,FALSE,FALSE,FALSE,,US-MERCER-UNIVERSITY-CENTRAL-1979-1,2,FALSE,,,,,FALSE,https://den.mercer.edu/president-underwood-announces-plans-to-return-to-full-time-teaching-in-the-law-school/
US-OREGON-HEALTH-AND-SCIENCE-UNIVERSITY-CENTRAL-2006-2,US-OREGON-HEALTH-AND-SCIENCE-UNIVERSITY,US-OREGON-HEALTH-AND-SCIENCE-UNIVERSITY-CENTRAL,president,r1-r2public-deans.json,President,Office of the President,P04796,2006-01-01,year,2018-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,President,FALSE,,FALSE,FALSE,FALSE,,US-OREGON-HEALTH-AND-SCIENCE-UNIVERSITY-CENTRAL-1988-1,2,FALSE,,,,,TRUE,https://news.ohsu.edu/2017/10/19/ohsu-president-dr-joe-robertson-announces-retirement-effective-oct-31
US-STATE-UNIVERSITY-OF-NEW-YORK-UPSTATE-MEDICAL-UNIVERSITY-CENTRAL-2006-2,US-STATE-UNIVERSITY-OF-NEW-YORK-UPSTATE-MEDICAL-UNIVERSITY,US-STATE-UNIVERSITY-OF-NEW-YORK-UPSTATE-MEDICAL-UNIVERSITY-CENTRAL,president,r1-r2public-deans.json,President,Office of the President,P03210,2006-01-01,year,2013-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,President,FALSE,,FALSE,FALSE,FALSE,,US-STATE-UNIVERSITY-OF-NEW-YORK-UPSTATE-MEDICAL-UNIVERSITY-CENTRAL-1993-1,2,FALSE,,,,,FALSE,https://cnycentral.com/news/local/suny-upstate-president-david-smith-resigns-amid-investigation-into-compensation
US-TEACHERS-COLLEGE-COLUMBIA-UNIVERSITY-CENTRAL-2006-2,US-TEACHERS-COLLEGE-COLUMBIA-UNIVERSITY,US-TEACHERS-COLLEGE-COLUMBIA-UNIVERSITY-CENTRAL,president,r1-r2public-deans.json,President,Office of the President,P03168,2006-01-01,year,2018-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,President,FALSE,,FALSE,FALSE,FALSE,,US-TEACHERS-COLLEGE-COLUMBIA-UNIVERSITY-CENTRAL-1994-1,2,FALSE,,,,,FALSE,https://www.tc.columbia.edu/inauguration/about-tom/past-presidents/
US-TEXAS-SOUTHERN-UNIVERSITY-CENTRAL-2006-3,US-TEXAS-SOUTHERN-UNIVERSITY,US-TEXAS-SOUTHERN-UNIVERSITY-CENTRAL,president,r1-r2public-deans.json,President,Office of the President,P04797,2006-01-01,year,2008-01-01,year,FALSE,FALSE,TRUE,TRUE,narrative_allocated,"Served as acting/interim president from April 2006 to February 2008 during the post-Slade transition, drawn from TSU's own academic-affairs leadership.",FALSE,,FALSE,FALSE,FALSE,,US-TEXAS-SOUTHERN-UNIVERSITY-CENTRAL-1999-2,3,FALSE,,,,,TRUE,https://digitalscholarship.tsu.edu/presidents/
US-TEXAS-TECH-UNIVERSITY-HEALTH-SCIENCES-CENTER-CENTRAL-2006-4,US-TEXAS-TECH-UNIVERSITY-HEALTH-SCIENCES-CENTER,US-TEXAS-TECH-UNIVERSITY-HEALTH-SCIENCES-CENTER-CENTRAL,president,r1-r2public-deans.json,President,Office of the President,P04798,2006-01-01,year,2007-01-01,year,FALSE,FALSE,TRUE,TRUE,narrative_two_appointments,"Interim president from July 1, 2006 until Baldwin's appointment in 2007;",TRUE,"Interim president from July 1, 2006 until Baldwin's appointment in 2007;",FALSE,FALSE,FALSE,,US-TEXAS-TECH-UNIVERSITY-HEALTH-SCIENCES-CENTER-CENTRAL-2003-3,4,FALSE,,,,,TRUE,https://www.texastech.edu/stories/06-05-ttuhsc-interim-president.php.php
US-UNIVERSITY-OF-NEBRASKA-OMAHA-CENTRAL-2006-3,US-UNIVERSITY-OF-NEBRASKA-OMAHA,US-UNIVERSITY-OF-NEBRASKA-OMAHA-CENTRAL,president,r1-r2public-deans.json,Chancellor,Office of the Chancellor,P04799,2006-01-01,year,2017-01-01,year,FALSE,FALSE,FALSE,FALSE,narrative_two_appointments,"interim chancellor from Sept 12, 2006, appointed chancellor May 2007, served through 2017.",FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-NEBRASKA-OMAHA-CENTRAL-1997-2,3,FALSE,,,,,TRUE,https://www.unomaha.edu/news/2017/05/john-christensen-named-uno-chancellor-emeritus.php
US-UNIVERSITY-OF-NEW-ENGLAND-CENTRAL-2006-2,US-UNIVERSITY-OF-NEW-ENGLAND,US-UNIVERSITY-OF-NEW-ENGLAND-CENTRAL,president,r1-r2public-deans.json,President,Office of the President,P04800,2006-01-01,year,2017-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,President,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-NEW-ENGLAND-CENTRAL-1995-1,2,FALSE,,,,,FALSE,https://www.une.edu/news/2016/une-president-danielle-ripich-step-down-2017
US-VILLANOVA-UNIVERSITY-CENTRAL-2006-2,US-VILLANOVA-UNIVERSITY,US-VILLANOVA-UNIVERSITY-CENTRAL,president,r1-r2public-deans.json,President,Office of the President,P04801,2006-01-01,year,,,FALSE,TRUE,FALSE,FALSE,title_plain,President,FALSE,,FALSE,FALSE,FALSE,,US-VILLANOVA-UNIVERSITY-CENTRAL-1988-1,2,FALSE,,,,,TRUE,https://www.villanova.edu/university/president/about.html
US-WESTERN-MICHIGAN-UNIVERSITY-CENTRAL-2006-4,US-WESTERN-MICHIGAN-UNIVERSITY,US-WESTERN-MICHIGAN-UNIVERSITY-CENTRAL,president,r1-r2public-deans.json,President,Office of the President,P01997,2006-01-01,year,2007-01-01,year,FALSE,FALSE,TRUE,TRUE,narrative_two_appointments,Former president (1985-1998) recalled to serve as interim president for the 2006-07 academic year following Bailey's departure.,TRUE,Former president (1985-1998) recalled to serve as interim president for the 2006-07 academic year following Bailey's departure.,FALSE,FALSE,FALSE,,US-WESTERN-MICHIGAN-UNIVERSITY-CENTRAL-2003-3,4,FALSE,,,,,TRUE,https://wmich.edu/inauguration/presidents
US-BAKER-UNIVERSITY-CENTRAL-2006-2,US-BAKER-UNIVERSITY,US-BAKER-UNIVERSITY-CENTRAL,president,r1-r2public-deans.json,President,Office of the President,P04802,2006-01-01,year,2014-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,President,FALSE,,FALSE,FALSE,FALSE,,US-BAKER-UNIVERSITY-CENTRAL-1987-1,2,FALSE,,,,,FALSE,https://www2.ljworld.com/news/2014/may/11/after-helping-baker-grow-current-president-heads-r/
