seat_id,institution_id,seat_level,unit_type,canonical_name,reports_to,reports_to_source_url,reports_to_year_observed,created_year,dissolved_year,predecessor_seat_id
US-UNIVERSITY-OF-CALIFORNIA-BERKELEY-D-SCHOOL-OF-PUBLIC-HEALTH,US-UNIVERSITY-OF-CALIFORNIA-BERKELEY,dean,public_health,School of Public Health,,,,,,
US-FAIRFIELD-UNIVERSITY-D-SCHOOL-OF-EDUCATION-AND-HUMAN-DEVELOPMENT,US-FAIRFIELD-UNIVERSITY,dean,education,School of Education and Human Development,,,,,,
US-CHAPMAN-UNIVERSITY-D-WILKINSON-COLLEGE-OF-ARTS-HUMANITIES-AND-SOCIAL,US-CHAPMAN-UNIVERSITY,dean,arts_sciences,"Wilkinson College of Arts, Humanities, and Social Sciences",,,,1861,,
US-COLORADO-STATE-UNIVERSITY-D-COLLEGE-OF-LIBERAL-ARTS,US-COLORADO-STATE-UNIVERSITY,dean,arts_sciences,College of Liberal Arts,,,,,,
US-MASSACHUSETTS-INSTITUTE-OF-TECHNOLOGY-D-SCHOOL-OF-HUMANITIES-ARTS-AND-SOCIAL-SCIENCES,US-MASSACHUSETTS-INSTITUTE-OF-TECHNOLOGY,dean,arts_sciences,"School of Humanities, Arts, and Social Sciences",,,,,,
US-MASSACHUSETTS-INSTITUTE-OF-TECHNOLOGY-D-SCHOOL-OF-SCIENCE,US-MASSACHUSETTS-INSTITUTE-OF-TECHNOLOGY,dean,arts_sciences,School of Science,,,,,,
US-PENNSYLVANIA-STATE-UNIVERSITY-D-COLLEGE-OF-THE-LIBERAL-ARTS,US-PENNSYLVANIA-STATE-UNIVERSITY,dean,arts_sciences,College of the Liberal Arts,,,,,,
US-UNIVERSITY-OF-SOUTHERN-CALIFORNIA-D-SCHOOL-OF-CINEMATIC-ARTS,US-UNIVERSITY-OF-SOUTHERN-CALIFORNIA,dean,creative_arts,School of Cinematic Arts,,,,,,
US-SAMFORD-UNIVERSITY-D-MCWHORTER-SCHOOL-OF-PHARMACY,US-SAMFORD-UNIVERSITY,dean,pharmacy,McWhorter School of Pharmacy,,,,,,
US-BOISE-STATE-UNIVERSITY-D-GRADUATE-COLLEGE,US-BOISE-STATE-UNIVERSITY,dean,graduate,Graduate College,,,,1932,,
US-UNIVERSITY-OF-WISCONSIN-MADISON-D-WISCONSIN-SCHOOL-OF-BUSINESS,US-UNIVERSITY-OF-WISCONSIN-MADISON,dean,business,Wisconsin School of Business,,,,,,
US-UNIVERSITY-OF-MISSISSIPPI-D-SCHOOL-OF-BUSINESS-ADMINISTRATION,US-UNIVERSITY-OF-MISSISSIPPI,dean,business,School of Business Administration,,,,,,
US-CENTRAL-MICHIGAN-UNIVERSITY-CENTRAL,US-CENTRAL-MICHIGAN-UNIVERSITY,president,central,Office of the President,,,,1892,,
US-EAST-TENNESSEE-STATE-UNIVERSITY-CENTRAL,US-EAST-TENNESSEE-STATE-UNIVERSITY,president,central,Office of the President,,,,1911,,
US-INDIANA-UNIVERSITY-OF-PENNSYLVANIA-CENTRAL,US-INDIANA-UNIVERSITY-OF-PENNSYLVANIA,president,central,Office of the President,,,,1875,,
US-JACKSON-STATE-UNIVERSITY-CENTRAL,US-JACKSON-STATE-UNIVERSITY,president,central,Office of the President,,,,1877,,
US-ROCHESTER-INSTITUTE-OF-TECHNOLOGY-CENTRAL,US-ROCHESTER-INSTITUTE-OF-TECHNOLOGY,president,central,Office of the President,,,,1829,,
US-WEST-CHESTER-UNIVERSITY-OF-PENNSYLVANIA-CENTRAL,US-WEST-CHESTER-UNIVERSITY-OF-PENNSYLVANIA,president,central,Office of the President,,,,1871,,
US-BRADLEY-UNIVERSITY-CENTRAL,US-BRADLEY-UNIVERSITY,president,central,Office of the President,,,,,,
US-CHATHAM-UNIVERSITY-CENTRAL,US-CHATHAM-UNIVERSITY,president,central,Office of the President,,,,,,
US-IMMACULATA-UNIVERSITY-CENTRAL,US-IMMACULATA-UNIVERSITY,president,central,Office of the President,,,,,,
US-INDIANA-STATE-UNIVERSITY-CENTRAL,US-INDIANA-STATE-UNIVERSITY,president,central,Office of the President,,,,,,
US-LA-SALLE-UNIVERSITY-CENTRAL,US-LA-SALLE-UNIVERSITY,president,central,Office of the President,,,,,,
US-MARYVILLE-UNIVERSITY-OF-SAINT-LOUIS-CENTRAL,US-MARYVILLE-UNIVERSITY-OF-SAINT-LOUIS,president,central,Office of the President,,,,,,
US-SOUTHEASTERN-BAPTIST-THEOLOGICAL-SEMINARY-CENTRAL,US-SOUTHEASTERN-BAPTIST-THEOLOGICAL-SEMINARY,president,central,Office of the President,,,,,,
US-SPRINGFIELD-COLLEGE-CENTRAL,US-SPRINGFIELD-COLLEGE,president,central,Office of the President,,,,,,
US-WALSH-UNIVERSITY-CENTRAL,US-WALSH-UNIVERSITY,president,central,Office of the President,,,,,,
US-WINGATE-UNIVERSITY-CENTRAL,US-WINGATE-UNIVERSITY,president,central,Office of the President,,,,,,
US-HARVARD-UNIVERSITY-PROVOST,US-HARVARD-UNIVERSITY,provost,central,Office of the Provost,,,,,,
US-GEORGE-WASHINGTON-UNIVERSITY-D-SCHOOL-OF-BUSINESS,US-GEORGE-WASHINGTON-UNIVERSITY,dean,business,School of Business,,,,,,
US-MISSISSIPPI-STATE-UNIVERSITY-D-COLLEGE-OF-BUSINESS,US-MISSISSIPPI-STATE-UNIVERSITY,dean,business,College of Business,,,,,,
US-NORTH-CAROLINA-STATE-UNIVERSITY-D-POOLE-COLLEGE-OF-MANAGEMENT,US-NORTH-CAROLINA-STATE-UNIVERSITY,dean,business,Poole College of Management,,,,,,
US-YALE-UNIVERSITY-D-SCHOOL-OF-MANAGEMENT,US-YALE-UNIVERSITY,dean,business,School of Management,,,,,,
US-UNIVERSITY-OF-CHICAGO-D-UNIVERSITY-OF-CHICAGO-PRITZKER-SCHOOL-OF-MEDICIN,US-UNIVERSITY-OF-CHICAGO,dean,medicine,University of Chicago Pritzker School of Medicine (Division of the Biological Sciences),,,,,,
US-CASE-WESTERN-RESERVE-UNIVERSITY-D-CASE-SCHOOL-OF-ENGINEERING,US-CASE-WESTERN-RESERVE-UNIVERSITY,dean,engineering,Case School of Engineering,,,,,,
US-CLEMSON-UNIVERSITY-D-COLLEGE-OF-ENGINEERING-COMPUTING-AND-APPLIED-SCI,US-CLEMSON-UNIVERSITY,dean,engineering,"College of Engineering, Computing and Applied Sciences",,,,,,
US-FLORIDA-STATE-UNIVERSITY-D-FAMU-FSU-COLLEGE-OF-ENGINEERING,US-FLORIDA-STATE-UNIVERSITY,dean,engineering,FAMU-FSU College of Engineering,,,,,,
US-PENNSYLVANIA-STATE-UNIVERSITY-D-COLLEGE-OF-ENGINEERING,US-PENNSYLVANIA-STATE-UNIVERSITY,dean,engineering,College of Engineering,,,,,,
US-STONY-BROOK-UNIVERSITY-D-COLLEGE-OF-ENGINEERING-AND-APPLIED-SCIENCES,US-STONY-BROOK-UNIVERSITY,dean,engineering,College of Engineering and Applied Sciences,,,,,,
US-WEST-VIRGINIA-UNIVERSITY-D-SCHOOL-OF-NURSING,US-WEST-VIRGINIA-UNIVERSITY,dean,nursing,School of Nursing,,,,,,
US-BOSTON-UNIVERSITY-D-SCHOOL-OF-PUBLIC-HEALTH,US-BOSTON-UNIVERSITY,dean,public_health,School of Public Health,,,,,,
US-WASHINGTON-UNIVERSITY-ST-LOUIS-D-COLLEGE-OF-ARTS-AND-SCIENCES,US-WASHINGTON-UNIVERSITY-ST-LOUIS,dean,arts_sciences,College of Arts and Sciences,,,,,,
US-HARVARD-UNIVERSITY-D-GRADUATE-SCHOOL-OF-DESIGN,US-HARVARD-UNIVERSITY,dean,creative_arts,Graduate School of Design,,,,,,
US-LOUISIANA-STATE-UNIVERSITY-D-MANSHIP-SCHOOL-OF-MASS-COMMUNICATION,US-LOUISIANA-STATE-UNIVERSITY,dean,creative_arts,Manship School of Mass Communication,,,,,,
US-UNIVERSITY-OF-TEXAS-AUSTIN-D-SCHOOL-OF-ARCHITECTURE,US-UNIVERSITY-OF-TEXAS-AUSTIN,dean,creative_arts,School of Architecture,,,,,,
US-VIRGINIA-TECH-D-COLLEGE-OF-NATURAL-RESOURCES-AND-ENVIRONMENT,US-VIRGINIA-TECH,dean,agriculture,College of Natural Resources and Environment,,,,,,
US-UNIVERSITY-OF-COLORADO-BOULDER-D-GRADUATE-SCHOOL,US-UNIVERSITY-OF-COLORADO-BOULDER,dean,graduate,Graduate School,,,,,,
US-UNIVERSITY-OF-MARYLAND-COLLEGE-PARK-D-ROBERT-H-SMITH-SCHOOL-OF-BUSINESS,US-UNIVERSITY-OF-MARYLAND-COLLEGE-PARK,dean,business,Robert H. Smith School of Business,,,,,,
US-APPALACHIAN-STATE-UNIVERSITY-CENTRAL,US-APPALACHIAN-STATE-UNIVERSITY,president,central,Office of the President,,,,1899,,
US-CLEVELAND-STATE-UNIVERSITY-CENTRAL,US-CLEVELAND-STATE-UNIVERSITY,president,central,Office of the President,,,,1964,,
US-DEPAUL-UNIVERSITY-CENTRAL,US-DEPAUL-UNIVERSITY,president,central,Office of the President,,,,1898,,
US-LAMAR-UNIVERSITY-CENTRAL,US-LAMAR-UNIVERSITY,president,central,Office of the President,,,,,,
US-STATE-UNIVERSITY-OF-NEW-YORK-UPSTATE-MEDICAL-UNIVERSITY-CENTRAL,US-STATE-UNIVERSITY-OF-NEW-YORK-UPSTATE-MEDICAL-UNIVERSITY,president,central,Office of the President,,,,1834,,
US-CITY-COLLEGE-OF-NEW-YORK-CENTRAL,US-CITY-COLLEGE-OF-NEW-YORK,president,central,Office of the President,,,,1847,,
US-UNIVERSITY-OF-COLORADO-COLORADO-SPRINGS-CENTRAL,US-UNIVERSITY-OF-COLORADO-COLORADO-SPRINGS,president,central,Office of the Chancellor,,,,1965,,
US-UNIVERSITY-OF-MASSACHUSETTS-DARTMOUTH-CENTRAL,US-UNIVERSITY-OF-MASSACHUSETTS-DARTMOUTH,president,central,Office of the Chancellor,,,,1895,,
US-UNIVERSITY-OF-MICHIGAN-DEARBORN-CENTRAL,US-UNIVERSITY-OF-MICHIGAN-DEARBORN,president,central,Office of the Chancellor,,,,1959,,
US-UNIVERSITY-OF-PUERTO-RICO-RIO-PIEDRAS-CENTRAL,US-UNIVERSITY-OF-PUERTO-RICO-RIO-PIEDRAS,president,central,Office of the Chancellor (Rectoría),,,,1903,,
US-VIRGINIA-STATE-UNIVERSITY-CENTRAL,US-VIRGINIA-STATE-UNIVERSITY,president,central,Office of the President,,,,1882,,
US-WICHITA-STATE-UNIVERSITY-CENTRAL,US-WICHITA-STATE-UNIVERSITY,president,central,Office of the President,,,,1895,,
US-FLORIDA-GULF-COAST-UNIVERSITY-CENTRAL,US-FLORIDA-GULF-COAST-UNIVERSITY,president,central,Office of the President,,,,,,
US-GWYNEDD-MERCY-UNIVERSITY-CENTRAL,US-GWYNEDD-MERCY-UNIVERSITY,president,central,Office of the President,,,,,,
US-MARYMOUNT-UNIVERSITY-CENTRAL,US-MARYMOUNT-UNIVERSITY,president,central,Office of the President,,,,,,
US-MISSOURI-STATE-UNIVERSITY-CENTRAL,US-MISSOURI-STATE-UNIVERSITY,president,central,Office of the President,,,,,,
US-REGENT-UNIVERSITY-CENTRAL,US-REGENT-UNIVERSITY,president,central,Office of the Chancellor,,,,,,
US-REGIS-UNIVERSITY-CENTRAL,US-REGIS-UNIVERSITY,president,central,Office of the President,,,,,,
US-UNIVERSIDAD-ANA-G-MENDEZ-GURABO-CAMPUS-CENTRAL,US-UNIVERSIDAD-ANA-G-MENDEZ-GURABO-CAMPUS,president,central,Office of the Rector,,,,,,
US-UNIVERSITY-OF-HAWAII-HILO-CENTRAL,US-UNIVERSITY-OF-HAWAII-HILO,president,central,Office of the Chancellor,,,,1970,,
US-UNIVERSITY-OF-LYNCHBURG-CENTRAL,US-UNIVERSITY-OF-LYNCHBURG,president,central,Office of the President,,,,,,
US-BINGHAMTON-UNIVERSITY-PROVOST,US-BINGHAMTON-UNIVERSITY,provost,central,Office of the Provost,,,,,,
US-UNIVERSITY-OF-CENTRAL-FLORIDA-PROVOST,US-UNIVERSITY-OF-CENTRAL-FLORIDA,provost,central,Office of the Provost and Academic Affairs,,,,,,
US-UNIVERSITY-OF-FLORIDA-PROVOST,US-UNIVERSITY-OF-FLORIDA,provost,central,Office of the Provost and Academic Affairs,,,,,,
US-UNIVERSITY-OF-KANSAS-PROVOST,US-UNIVERSITY-OF-KANSAS,provost,central,Office of the Provost,,,,,,
US-UNIVERSITY-OF-ARIZONA-PROVOST,US-UNIVERSITY-OF-ARIZONA,provost,central,Office of the Provost,,,,,,
US-GEORGETOWN-UNIVERSITY-D-MCDONOUGH-SCHOOL-OF-BUSINESS,US-GEORGETOWN-UNIVERSITY,dean,business,McDonough School of Business,,,,,,
US-NEW-YORK-UNIVERSITY-D-STERN-SCHOOL-OF-BUSINESS,US-NEW-YORK-UNIVERSITY,dean,business,Stern School of Business,,,,,,
US-OHIO-UNIVERSITY-D-COLLEGE-OF-BUSINESS,US-OHIO-UNIVERSITY,dean,business,College of Business,,,,,,
US-UNIVERSITY-OF-ARKANSAS-D-SAM-M-WALTON-COLLEGE-OF-BUSINESS,US-UNIVERSITY-OF-ARKANSAS,dean,business,Sam M. Walton College of Business,,,,,,
US-UNIVERSITY-OF-CHICAGO-D-BOOTH-SCHOOL-OF-BUSINESS,US-UNIVERSITY-OF-CHICAGO,dean,business,Booth School of Business,,,,,,
US-UNIVERSITY-OF-COLORADO-BOULDER-D-LEEDS-SCHOOL-OF-BUSINESS,US-UNIVERSITY-OF-COLORADO-BOULDER,dean,business,Leeds School of Business,,,,,,
US-UNIVERSITY-OF-NORTH-CAROLINA-D-KENAN-FLAGLER-BUSINESS-SCHOOL,US-UNIVERSITY-OF-NORTH-CAROLINA,dean,business,Kenan-Flagler Business School,,,,,,
US-UNIVERSITY-OF-OKLAHOMA-D-PRICE-COLLEGE-OF-BUSINESS,US-UNIVERSITY-OF-OKLAHOMA,dean,business,Price College of Business,,,,,,
US-UNIVERSITY-OF-SOUTHERN-CALIFORNIA-D-MARSHALL-SCHOOL-OF-BUSINESS,US-UNIVERSITY-OF-SOUTHERN-CALIFORNIA,dean,business,Marshall School of Business,,,,,,
US-UNIVERSITY-OF-VIRGINIA-D-DARDEN-SCHOOL-OF-BUSINESS,US-UNIVERSITY-OF-VIRGINIA,dean,business,Darden School of Business,,,,,,
US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN-D-UNIVERSITY-OF-ILLINOIS-COLLEGE-OF-LAW,US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,dean,law,University of Illinois College of Law,,,,,,
US-UNIVERSITY-OF-MEMPHIS-D-UNIVERSITY-OF-MEMPHIS-CECIL-C-HUMPHREYS-SCHOOL-O,US-UNIVERSITY-OF-MEMPHIS,dean,law,University of Memphis Cecil C. Humphreys School of Law,,,,,,
US-UNIVERSITY-OF-ARIZONA-D-COLLEGE-OF-ENGINEERING,US-UNIVERSITY-OF-ARIZONA,dean,engineering,College of Engineering,,,,,,
US-UNIVERSITY-OF-CENTRAL-FLORIDA-D-COLLEGE-OF-ENGINEERING-AND-COMPUTER-SCIENCE,US-UNIVERSITY-OF-CENTRAL-FLORIDA,dean,engineering,College of Engineering and Computer Science,,,,,,
US-UNIVERSITY-OF-MASSACHUSETTS-AMHERST-D-COLLEGE-OF-ENGINEERING,US-UNIVERSITY-OF-MASSACHUSETTS-AMHERST,dean,engineering,College of Engineering,,,,,,
US-UNIVERSITY-OF-SOUTH-FLORIDA-D-COLLEGE-OF-ENGINEERING,US-UNIVERSITY-OF-SOUTH-FLORIDA,dean,engineering,College of Engineering,,,,,,
US-MARQUETTE-UNIVERSITY-D-COLLEGE-OF-NURSING,US-MARQUETTE-UNIVERSITY,dean,nursing,College of Nursing,,,,1881,,
US-TOURO-UNIVERSITY-D-GRADUATE-SCHOOL-OF-EDUCATION,US-TOURO-UNIVERSITY,dean,education,Graduate School of Education,,,,1970,,
US-CASE-WESTERN-RESERVE-UNIVERSITY-D-COLLEGE-OF-ARTS-AND-SCIENCES,US-CASE-WESTERN-RESERVE-UNIVERSITY,dean,arts_sciences,College of Arts and Sciences,,,,,,
US-UNIVERSITY-OF-WISCONSIN-MADISON-D-COLLEGE-OF-LETTERS-AND-SCIENCE,US-UNIVERSITY-OF-WISCONSIN-MADISON,dean,arts_sciences,College of Letters & Science,,,,,,
US-UNIVERSITY-OF-ARIZONA-D-COLLEGE-OF-HUMANITIES,US-UNIVERSITY-OF-ARIZONA,dean,arts_sciences,College of Humanities,,,,,,
US-UNIVERSITY-OF-ARIZONA-D-COLLEGE-OF-SCIENCE,US-UNIVERSITY-OF-ARIZONA,dean,arts_sciences,College of Science,,,,,,
US-CARNEGIE-MELLON-UNIVERSITY-D-COLLEGE-OF-FINE-ARTS,US-CARNEGIE-MELLON-UNIVERSITY,dean,creative_arts,College of Fine Arts,,,,,,
US-UNIVERSITY-OF-COLORADO-BOULDER-D-COLLEGE-OF-MUSIC,US-UNIVERSITY-OF-COLORADO-BOULDER,dean,creative_arts,College of Music,,,,,,
US-UNIVERSITY-OF-TEXAS-AUSTIN-D-MOODY-COLLEGE-OF-COMMUNICATION,US-UNIVERSITY-OF-TEXAS-AUSTIN,dean,creative_arts,Moody College of Communication,,,,,,
US-VANDERBILT-UNIVERSITY-D-BLAIR-SCHOOL-OF-MUSIC,US-VANDERBILT-UNIVERSITY,dean,creative_arts,Blair School of Music,,,,,,
US-UNIVERSITY-OF-CONNECTICUT-D-COLLEGE-OF-AGRICULTURE-HEALTH-AND-NATURAL-RESOUR,US-UNIVERSITY-OF-CONNECTICUT,dean,agriculture,"College of Agriculture, Health and Natural Resources",,,,,,
US-INDIANA-UNIVERSITY-BLOOMINGTON-D-KELLEY-SCHOOL-OF-BUSINESS,US-INDIANA-UNIVERSITY-BLOOMINGTON,dean,business,Kelley School of Business,,,,,,
US-AUBURN-UNIVERSITY-D-HARBERT-COLLEGE-OF-BUSINESS,US-AUBURN-UNIVERSITY,dean,business,Harbert College of Business,,,,,,
US-MASSACHUSETTS-INSTITUTE-OF-TECHNOLOGY-D-SLOAN-SCHOOL-OF-MANAGEMENT,US-MASSACHUSETTS-INSTITUTE-OF-TECHNOLOGY,dean,business,Sloan School of Management,,,,,,
US-CALIFORNIA-STATE-UNIVERSITY-LONG-BEACH-CENTRAL,US-CALIFORNIA-STATE-UNIVERSITY-LONG-BEACH,president,central,Office of the President,,,,1949,,
US-LOUISIANA-STATE-UNIVERSITY-HEALTH-SCIENCES-CENTER-NEW-ORLEANS-CENTRAL,US-LOUISIANA-STATE-UNIVERSITY-HEALTH-SCIENCES-CENTER-NEW-ORLEANS,president,central,Office of the President,,,,1931,,
US-PRAIRIE-VIEW-A-AND-M-UNIVERSITY-CENTRAL,US-PRAIRIE-VIEW-A-AND-M-UNIVERSITY,president,central,Office of the President,,,,1876,,
US-TEACHERS-COLLEGE-COLUMBIA-UNIVERSITY-CENTRAL,US-TEACHERS-COLLEGE-COLUMBIA-UNIVERSITY,president,central,Office of the President,,,,1887,,
US-UNIVERSITY-OF-PUERTO-RICO-MAYAGUEZ-CENTRAL,US-UNIVERSITY-OF-PUERTO-RICO-MAYAGUEZ,president,central,Office of the Chancellor (Rectoria),,,,1911,,
US-WRIGHT-STATE-UNIVERSITY-CENTRAL,US-WRIGHT-STATE-UNIVERSITY,president,central,Office of the President,,,,1967,,
US-ALABAMA-STATE-UNIVERSITY-CENTRAL,US-ALABAMA-STATE-UNIVERSITY,president,central,Office of the President,,,,1867,,
US-ANDREWS-UNIVERSITY-CENTRAL,US-ANDREWS-UNIVERSITY,president,central,Office of the President,,,,,,
US-FERRIS-STATE-UNIVERSITY-CENTRAL,US-FERRIS-STATE-UNIVERSITY,president,central,Office of the President,,,,,,
US-MISSISSIPPI-COLLEGE-CENTRAL,US-MISSISSIPPI-COLLEGE,president,central,Office of the President,,,,,,
US-SOUTHERN-ILLINOIS-UNIVERSITY-EDWARDSVILLE-CENTRAL,US-SOUTHERN-ILLINOIS-UNIVERSITY-EDWARDSVILLE,president,central,Office of the President,,,,,,
US-ST-THOMAS-UNIVERSITY-CENTRAL,US-ST-THOMAS-UNIVERSITY,president,central,Office of the President,,,,1961,,
US-UNIVERSITY-OF-MICHIGAN-FLINT-CENTRAL,US-UNIVERSITY-OF-MICHIGAN-FLINT,president,central,Office of the Chancellor,,,,,,
US-UNIVERSITY-OF-WEST-GEORGIA-CENTRAL,US-UNIVERSITY-OF-WEST-GEORGIA,president,central,Office of the President,,,,,,
US-MIAMI-UNIVERSITY-PROVOST,US-MIAMI-UNIVERSITY,provost,central,Office of the Provost / Academic Affairs,,,,1809,,
US-MISSISSIPPI-STATE-UNIVERSITY-PROVOST,US-MISSISSIPPI-STATE-UNIVERSITY,provost,central,Office of the Provost and Executive Vice President,,,,,,
US-OKLAHOMA-STATE-UNIVERSITY-PROVOST,US-OKLAHOMA-STATE-UNIVERSITY,provost,central,Office of the Provost and Senior Vice President (Academic Affairs),,,,,,
US-UNIVERSITY-OF-CALIFORNIA-BERKELEY-PROVOST,US-UNIVERSITY-OF-CALIFORNIA-BERKELEY,provost,central,Office of the Executive Vice Chancellor and Provost,,,,,,
US-UNIVERSITY-OF-CALIFORNIA-RIVERSIDE-PROVOST,US-UNIVERSITY-OF-CALIFORNIA-RIVERSIDE,provost,central,Office of the Provost,,,,,,
US-UNIVERSITY-OF-MARYLAND-BALTIMORE-COUNTY-PROVOST,US-UNIVERSITY-OF-MARYLAND-BALTIMORE-COUNTY,provost,central,Office of the Provost and Senior Vice President for Academic Affairs,,,,,,
US-UNIVERSITY-OF-MASSACHUSETTS-AMHERST-PROVOST,US-UNIVERSITY-OF-MASSACHUSETTS-AMHERST,provost,central,Office of the Provost,,,,,,
US-UNIVERSITY-OF-VIRGINIA-PROVOST,US-UNIVERSITY-OF-VIRGINIA,provost,central,Office of the Executive Vice President and Provost,,,,,,
US-UNIVERSITY-OF-WASHINGTON-PROVOST,US-UNIVERSITY-OF-WASHINGTON,provost,central,Office of the Provost,,,,,,
US-BRANDEIS-UNIVERSITY-D-INTERNATIONAL-BUSINESS-SCHOOL,US-BRANDEIS-UNIVERSITY,dean,business,International Business School,,,,,,
US-IOWA-STATE-UNIVERSITY-D-IVY-COLLEGE-OF-BUSINESS,US-IOWA-STATE-UNIVERSITY,dean,business,Ivy College of Business,,,,,,
US-MICHIGAN-STATE-UNIVERSITY-D-BROAD-COLLEGE-OF-BUSINESS,US-MICHIGAN-STATE-UNIVERSITY,dean,business,Broad College of Business,,,,,,
US-NORTHEASTERN-UNIVERSITY-D-D-AMORE-MCKIM-SCHOOL-OF-BUSINESS,US-NORTHEASTERN-UNIVERSITY,dean,business,D'Amore-McKim School of Business,,,,,,
US-PEPPERDINE-UNIVERSITY-D-GRAZIADIO-BUSINESS-SCHOOL,US-PEPPERDINE-UNIVERSITY,dean,business,Graziadio Business School,,,,,,
US-UNIVERSITY-BUFFALO-D-SCHOOL-OF-MANAGEMENT,US-UNIVERSITY-BUFFALO,dean,business,School of Management,,,,,,
US-UNIVERSITY-OF-CINCINNATI-D-CARL-H-LINDNER-COLLEGE-OF-BUSINESS,US-UNIVERSITY-OF-CINCINNATI,dean,business,Carl H. Lindner College of Business,,,,,,
US-UNIVERSITY-OF-IOWA-D-TIPPIE-COLLEGE-OF-BUSINESS,US-UNIVERSITY-OF-IOWA,dean,business,Tippie College of Business,,,,,,
US-UNIVERSITY-OF-UTAH-D-DAVID-ECCLES-SCHOOL-OF-BUSINESS,US-UNIVERSITY-OF-UTAH,dean,business,David Eccles School of Business,,,,,,
US-UNIVERSITY-OF-WASHINGTON-D-FOSTER-SCHOOL-OF-BUSINESS,US-UNIVERSITY-OF-WASHINGTON,dean,business,Foster School of Business,,,,,,
US-WASHINGTON-UNIVERSITY-ST-LOUIS-D-OLIN-BUSINESS-SCHOOL,US-WASHINGTON-UNIVERSITY-ST-LOUIS,dean,business,Olin Business School,,,,,,
US-VIRGINIA-COMMONWEALTH-UNIVERSITY-D-VIRGINIA-COMMONWEALTH-UNIVERSITY-SCHOOL-OF-MEDIC,US-VIRGINIA-COMMONWEALTH-UNIVERSITY,dean,medicine,Virginia Commonwealth University School of Medicine (Medical College of Virginia),,,,,,
US-RENSSELAER-POLYTECHNIC-INSTITUTE-D-SCHOOL-OF-ENGINEERING,US-RENSSELAER-POLYTECHNIC-INSTITUTE,dean,engineering,School of Engineering,,,,,,
US-TUFTS-UNIVERSITY-D-SCHOOL-OF-ENGINEERING,US-TUFTS-UNIVERSITY,dean,engineering,School of Engineering,,,,,,
US-UNIVERSITY-OF-COLORADO-BOULDER-D-COLLEGE-OF-ENGINEERING-AND-APPLIED-SCIENCE,US-UNIVERSITY-OF-COLORADO-BOULDER,dean,engineering,College of Engineering and Applied Science,,,,,,
US-YALE-UNIVERSITY-D-SCHOOL-OF-ENGINEERING-AND-APPLIED-SCIENCE,US-YALE-UNIVERSITY,dean,engineering,School of Engineering and Applied Science,,,,,,
US-SOUTH-DAKOTA-STATE-UNIVERSITY-D-COLLEGE-OF-NURSING,US-SOUTH-DAKOTA-STATE-UNIVERSITY,dean,nursing,College of Nursing,,,,1881,,
US-UNIVERSITY-OF-ILLINOIS-CHICAGO-D-SCHOOL-OF-PUBLIC-HEALTH,US-UNIVERSITY-OF-ILLINOIS-CHICAGO,dean,public_health,School of Public Health,,,,,,
US-UNIVERSITY-OF-CALIFORNIA-SANTA-BARBARA-D-GEVIRTZ-GRADUATE-SCHOOL-OF-EDUCATION,US-UNIVERSITY-OF-CALIFORNIA-SANTA-BARBARA,dean,education,Gevirtz Graduate School of Education,,,,,,
US-AUBURN-UNIVERSITY-D-COLLEGE-OF-SCIENCES-AND-MATHEMATICS,US-AUBURN-UNIVERSITY,dean,arts_sciences,College of Sciences and Mathematics,,,,,,
US-GEORGIA-INSTITUTE-OF-TECHNOLOGY-D-COLLEGE-OF-SCIENCES,US-GEORGIA-INSTITUTE-OF-TECHNOLOGY,dean,arts_sciences,College of Sciences,,,,,,
US-UNIVERSITY-OF-TEXAS-AUSTIN-D-COLLEGE-OF-NATURAL-SCIENCES,US-UNIVERSITY-OF-TEXAS-AUSTIN,dean,arts_sciences,College of Natural Sciences,,,,,,
US-UNIVERSITY-OF-KANSAS-D-SCHOOL-OF-ARCHITECTURE-AND-DESIGN,US-UNIVERSITY-OF-KANSAS,dean,creative_arts,School of Architecture and Design,,,,,,
US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE-D-COLLEGE-OF-ARCHITECTURE-AND-DESIGN,US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,dean,creative_arts,College of Architecture and Design,,,,,,
US-SOUTH-DAKOTA-STATE-UNIVERSITY-D-COLLEGE-OF-PHARMACY-AND-ALLIED-HEALTH-PROFESSION,US-SOUTH-DAKOTA-STATE-UNIVERSITY,dean,pharmacy,College of Pharmacy and Allied Health Professions,,,,1881,,
US-TEXAS-TECH-UNIVERSITY-HEALTH-SCIENCES-CENTER-D-JERRY-H-HODGE-SCHOOL-OF-PHARMACY,US-TEXAS-TECH-UNIVERSITY-HEALTH-SCIENCES-CENTER,dean,pharmacy,Jerry H. Hodge School of Pharmacy,,,,1969,,
US-WILKES-UNIVERSITY-D-NESBITT-SCHOOL-OF-PHARMACY,US-WILKES-UNIVERSITY,dean,pharmacy,Nesbitt School of Pharmacy,,,,,,
US-BOWLING-GREEN-STATE-UNIVERSITY-CENTRAL,US-BOWLING-GREEN-STATE-UNIVERSITY,president,central,Office of the President,,,,1910,,
US-CLARKSON-UNIVERSITY-CENTRAL,US-CLARKSON-UNIVERSITY,president,central,Office of the President,,,,1896,,
