person_id,full_name,gender,highest_degree,degree_field,doctoral_institution_id,prior_position_title,prior_position_institution_id,prior_dean_experience,prior_president_experience,person_birth_year,first_appearance_year
P06596,Richard Forgette,m,phd,Political Science,US-UNIVERSITY-OF-ROCHESTER,Professor of Political Science,,,,,2014
P06597,Joseph S. Francisco,m,phd,Chemical Physics,US-MASSACHUSETTS-INSTITUTE-OF-TECHNOLOGY,"William E. Moore Distinguished Professor of Chemistry, Purdue University; former ACS president",,,,,2014
P06598,Gloria Culver,f,phd,Biochemistry,US-UNIVERSITY-OF-ROCHESTER,"Professor and Chair of Biology, University of Rochester",,,,,2014
P06599,James P. Grover,m,phd,,US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,Biology faculty,,,,,2014
P06600,Henry S. White,m,phd,,US-UNIVERSITY-OF-TEXAS-AUSTIN,"Distinguished Professor and Chair of Chemistry, University of Utah",,,,,2014
P06601,Ian Baucom,m,phd,English,US-YALE-UNIVERSITY,"Professor of English, Duke University",,,,,2014
P06602,John Sloop,m,phd,Communication Studies,US-UNIVERSITY-OF-IOWA,Senior Associate Dean for Faculty; Professor of Communication Studies,,,,,2014
P06603,Elizabeth Spiller,f,phd,English and American Literature,US-HARVARD-UNIVERSITY,Professor of English,,,,,2014
P06604,Tamar Szabo Gendler,f,phd,Philosophy,US-HARVARD-UNIVERSITY,Deputy Provost / Professor of Philosophy,,,,,2014
P06605,Mark Jarzombek,unknown,,,,Professor of the History and Theory of Architecture,US-MASSACHUSETTS-INSTITUTE-OF-TECHNOLOGY,,,,2014
P06606,Raymond Craig,unknown,,,,"Associate Dean, College of Arts and Sciences",US-KENT-STATE-UNIVERSITY,,,,2014
P06607,Gregory Simpson,unknown,,,,Not confirmed,,,,,2014
P06608,Robbin D. Crabtree,unknown,,,,Not confirmed,,,,,2014
P06609,Allyson Green,unknown,,,,"Professional artist, curator and educator (Chair, Department of Dance, Tisch)",,,,,2014
P06610,Steven J. Tepper,m,,,,,,,,,2014
P06611,Timothy McKinney,m,,,,,,,,,2014
P06612,Bruce Ronkin,m,,,,,,,,,2014
P06613,Marie Hardin,f,,,,,,,,,2014
P06614,Mark Nelson,m,,,,,,,,,2014
P06615,Maria Marron,f,,,,,,,,,2014
P06616,Keith Diaz Moore,m,,,,,,,,,2014
P06617,Mary Holz-Clause,f,phd,Agricultural Education,US-IOWA-STATE-UNIVERSITY,"Vice President for Economic Development, University of Connecticut (UConn's first person in that role)",,,,,2014
P06618,Sandra S. Witte,f,phd,Food Systems Management,US-OREGON-STATE-UNIVERSITY,Associate dean of the college; faculty member at Fresno State since 1981,,,,,2014
P06619,John P. Hayes,m,phd,Ecology and Evolutionary Biology,US-CORNELL-UNIVERSITY,"Dean for Research, Institute of Food and Agricultural Sciences, and Director of the Florida Agricultural Experiment Station, University of Florida",,TRUE,,,2014
P06620,Alan Townsend,m,phd,Biological Sciences,US-STANFORD-UNIVERSITY,,,,,,2014
P06621,Richard T. Roush,m,phd,Entomology,US-UNIVERSITY-OF-CALIFORNIA-BERKELEY,"Dean, Melbourne School of Land and Environment, University of Melbourne, Australia",,TRUE,,,2014
P06622,Helene R. Dillard,f,phd,Plant Pathology,US-UNIVERSITY-OF-CALIFORNIA-DAVIS,"Director, Cornell Cooperative Extension, and associate dean, College of Agriculture and Life Sciences, Cornell University",,,,,2014
P06623,R. Elaine Turner,f,phd,Nutrition,US-PURDUE-UNIVERSITY,"Senior Associate Dean, College of Agricultural and Life Sciences, University of Florida",,,,,2014
P06624,"William ""Bill"" Payne",m,phd,Soil Science,US-TEXAS-A-AND-M-UNIVERSITY,"Professor of crop physiology, Texas A&M University, and director of a multi-institutional $150 million dryland systems research program (CGIAR/ICARDA)",,,,,2014
P06625,Michael A. Crouch,m,phd,,,"Executive associate dean and professor, East Tennessee State University Gatton College of Pharmacy",,,,,2014
P06626,James McKerrow,m,phd,Biology,US-UNIVERSITY-OF-CALIFORNIA-SAN-DIEGO,professor at UCSF (parasitology/pathology),,,,,2014
P06627,James R. Halpert,m,phd,Biochemistry,,,,,,,2014
P06628,Debra Parker,f,phd,,,"chair of the Pharmacy Practice Department and associate professor, University of Findlay College of Pharmacy",,,,,2014
P06629,James Dalton,m,phd,Pharmaceutics and Pharmaceutical Chemistry,US-OHIO-STATE-UNIVERSITY,Faculty/administrator at The Ohio State University College of Pharmacy,,,,,2014
P06630,Kristen Keefe,f,phd,,US-UNIVERSITY-OF-PITTSBURGH,,,,,,2014
P06631,Sean D. Sullivan,m,phd,Health Economics and Policy,US-UNIVERSITY-OF-CALIFORNIA-BERKELEY,,,,,,2014
P06632,Steven M. Swanson,m,phd,Pharmacognosy,,"Faculty/administrator, University of Illinois at Chicago College of Pharmacy",,,,,2014
P06633,Joseph T. DiPiro,m,phd,,,,,,,,2014
P06634,Cathy Lysack,f,phd,Community Health Sciences,,Professor of Occupational Therapy,,,,,2014
P06635,Joel D. Baines,m,phd,,US-CORNELL-UNIVERSITY,"Associate Dean for Research and Graduate Education and James Law Professor of Virology, College of Veterinary Medicine",US-CORNELL-UNIVERSITY,TRUE,,,2014
P06636,John C. Baker,m,phd,,,"Professor, Department of Large Animal Clinical Sciences",,,,,2014
P06637,Peter D. Constable,m,phd,,,"Head, Department of Veterinary Clinical Sciences",,,,,2014
P06638,Karlene A. Hoo,f,,,,"Chemical engineering professor and associate VP for research, Texas Tech University",,,,,2014
P06639,Krystyna Aune,f,,,,"Interim Associate Dean, College of Arts & Humanities / Professor of Communicology, UH Manoa",,,,,2014
P06640,David Zeh,m,,,,"Professor and Chair, Department of Biology",,,,,2014
P06641,Douglas A. Shackelford,m,phd,Accounting,US-UNIVERSITY-OF-MICHIGAN,Associate Dean of MBA@UNC,,,,,2014
P06642,Eric Spangenberg,m,phd,Marketing,US-UNIVERSITY-OF-WASHINGTON,"Dean, College of Business",US-WASHINGTON-STATE-UNIVERSITY,TRUE,,,2014
P06643,H. Fenwick Huss,m,phd,Accountancy,US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,Dean,,TRUE,,,2014
P06644,Robert McCormick,m,phd,Economics,US-TEXAS-A-AND-M-UNIVERSITY,Professor of Economics,US-CLEMSON-UNIVERSITY,,,,2014
P06645,Erika H. James,f,phd,Organizational Psychology,US-UNIVERSITY-OF-MICHIGAN,Senior Associate Dean for Executive Education,,TRUE,,,2014
P06646,Georgette Chapman Phillips,f,phd,Unknown,,Vice Dean for Technology Enhanced Learning,,,,,2014
P06647,Matthew B. Myers,m,phd,Marketing and International Business,US-MICHIGAN-STATE-UNIVERSITY,"Associate Dean of Center for Executive Education, Nestle USA Professor in Marketing",US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,,,,2014
P06648,Sanjay Gupta,m,phd,Accounting,US-MICHIGAN-STATE-UNIVERSITY,"Chair, Department of Accounting and Information Systems",,TRUE,,,2014
P06649,Benjamin C. Ayers,m,phd,Accounting,US-UNIVERSITY-OF-TEXAS-AUSTIN,"Director, J.M. Tull School of Accounting",,,,,2014
P06650,Craig White,m,phd,Accounting,US-TEXAS-TECH-UNIVERSITY,Faculty/Administrator,US-UNIVERSITY-OF-NEW-MEXICO,,,,2014
P06651,Geoffrey Garrett,m,phd,political science,US-DUKE-UNIVERSITY,Dean,,TRUE,,,2014
P06652,Andrew S. Ainslie,m,phd,Marketing and Statistics,US-UNIVERSITY-OF-CHICAGO,"Senior Associate Dean, Full-time MBA Program, Associate Professor of Marketing",,TRUE,,,2014
P06653,Charles Iacovou,m,phd,MIS,,Associate Dean for Academic Affairs,,,,,2014
P06654,Robert Forsythe,m,phd,Finance,US-CARNEGIE-MELLON-UNIVERSITY,"Senior Associate Dean, Leonard A. Hadley Chair (previously Dean at Univ. of South Florida)",,TRUE,,,2014
P06655,David M. Smith,m,phd,Economics,US-MICHIGAN-STATE-UNIVERSITY,Senior Associate Dean and Associate Professor of Economics,,TRUE,,,2014
P06656,Norm Solomon,m,phd,Unknown,,Unknown,,,,,2014
P06657,Jane Schuch,f,phd,cellular and molecular biology,US-NORTH-DAKOTA-STATE-UNIVERSITY,"Assistant Dean; Associate Director, Agricultural Experiment Station",US-NORTH-DAKOTA-STATE-UNIVERSITY,,,,2014
P06658,David Hummels,m,phd,Economics,US-UNIVERSITY-OF-MICHIGAN,Professor of Economics,,TRUE,,,2014
P06659,Ann Huff Stevens,f,phd,Economics,US-UNIVERSITY-OF-MICHIGAN,"Professor and Chair, Department of Economics",US-UNIVERSITY-OF-CALIFORNIA-DAVIS,,,,2014
P06660,Anil K. Makhija,m,phd,Unknown,US-UNIVERSITY-OF-WISCONSIN-MADISON,Senior associate dean,,TRUE,,,2014
P06661,John E. Thrasher,m,phd,,,Florida State Senator; former FSU Board of Trustees chair,,,,,2015
P06662,Nancy Targett,f,phd,Oceanography,US-UNIVERSITY-OF-MAINE,UD Provost,,,,,2015
P06663,J. Bruce Harreld,m,phd,,,Former IBM executive; business school lecturer,,,,,2015
P06664,Hank Foley,m,phd,Physical and Inorganic Chemistry,US-PENNSYLVANIA-STATE-UNIVERSITY,UM System executive vice president for academic affairs,,,,,2015
P06665,Soraya M. Coley,f,phd,,,Provost and Vice President for Academic Affairs,,TRUE,,,2015
P06666,Robert S. Nelsen,m,phd,,,Special Advisor to the Executive Vice Chancellor for Academic Affairs,,TRUE,,,2015
P06667,Robert Schult,m,phd,,,University administrator/trustee,,,,,2015
P06668,Ronald A. Johnson,m,phd,,US-STANFORD-UNIVERSITY,"Dean, Jesse H. Jones School of Business",US-TEXAS-SOUTHERN-UNIVERSITY,TRUE,,,2015
P06669,J. Christopher Bradberry,m,phd,,,"Dean, School of Pharmacy and Health Professions",US-CREIGHTON-UNIVERSITY,TRUE,,,2015
P06670,"Daniel S. Hendrickson, S.J.",m,phd,,,Associate Provost for Academic Initiatives,US-MARQUETTE-UNIVERSITY,,,,2015
P06671,Kim Schatzel,f,phd,,US-MICHIGAN-STATE-UNIVERSITY,Provost and Executive Vice President of Academic and Student Affairs,US-EASTERN-MICHIGAN-UNIVERSITY,TRUE,,,2015
P06672,John R. Watret,m,phd,,,Senior Vice President and Chief Operating Officer,US-EMBRY-RIDDLE-AERONAUTICAL-UNIVERSITY,TRUE,,,2015
P06673,Jean E. Bartels,f,phd,,,Provost and Vice President for Academic Affairs,US-GEORGIA-SOUTHERN-UNIVERSITY,TRUE,,,2015
P06674,Mark C. Reed,m,phd,,,,,,,,2015
P06675,Ray L. Belton,m,phd,,,"Chancellor of Southern University at Shreveport (SUSLA), 2000-2015",,TRUE,,,2015
P06676,Michael Powers,m,phd,,,Chief Executive Officer,,,,,2015
P06677,Dana Dunn,f,phd,,,Provost and Executive Vice Chancellor for Academic Affairs,US-UNIVERSITY-OF-NORTH-CAROLINA-GREENSBORO,TRUE,,,2015
P06678,"Franklin D. Gilliam, Jr.",m,phd,,,"Dean, Luskin School of Public Affairs",US-UNIVERSITY-OF-CALIFORNIA-LOS-ANGELES,TRUE,,,2015
P06679,Jose V. Sartarelli,m,phd,,,Chief Global Officer and Dean of the College of Business and Economics,US-WEST-VIRGINIA-UNIVERSITY,TRUE,,,2015
P06680,Jason Sanders,m,phd,,,Vice Provost for Planning and Administrative Affairs,US-UNIVERSITY-OF-OKLAHOMA-HEALTH-SCIENCES-CENTER,,,,2015
P06681,Pamela V. Hammond,f,phd,,,Provost,US-HAMPTON-UNIVERSITY,,,,2015
P06682,Andy Vaughn,m,phd,,US-UNIVERSITY-OF-SOUTHERN-CALIFORNIA,Senior Vice President (formerly President and CEO),,TRUE,,,2015
P06683,Stan Liberty,m,phd,,,Provost,US-BRADLEY-UNIVERSITY,,,,2015
P06684,J. Bradley Creed,m,phd,,,Provost,US-SAMFORD-UNIVERSITY,,,,2015
P06685,"Earl F. ""Marty"" Martin",m,phd,,,Executive Vice President,US-GONZAGA-UNIVERSITY,TRUE,,,2015
P06686,Colleen M. Hanycz,f,phd,,,Principal,,,,,2015
P06687,Joel Thierstein,m,phd,,,Executive Vice President and Provost,,TRUE,,,2015
P06688,Diane E. Melby,f,phd,,,Advancement / Academic Affairs & Enrollment Management leader,,,,,2015
P06689,David L. Jamison,m,phd,,,Senior Vice President and Provost,US-ROBERT-MORRIS-UNIVERSITY,TRUE,,,2015
P06690,Ali R. Malekzadeh,m,phd,,,"Dean, College of Business Administration",US-KANSAS-STATE-UNIVERSITY,TRUE,,,2015
P06691,"William J. Lennox, Jr.",m,phd,,,Superintendent,,,,,2015
P06692,Stephen Hansen,m,phd,,,"Dean, Graduate School (also interim Dean, College of Arts and Sciences)",US-SOUTHERN-ILLINOIS-UNIVERSITY-EDWARDSVILLE,TRUE,,,2015
P06693,Gerard J. Rooney,m,phd,,,"Executive Vice President for Enrollment, Advancement, and Planning",,TRUE,,,2015
P06694,Harvey Kesselman,m,phd,,,Provost and Executive Vice President,US-STOCKTON-UNIVERSITY,TRUE,,,2015
P06695,Margaret McKenna,f,phd,,,President,US-LESLEY-UNIVERSITY,TRUE,,,2015
P06696,Larry L. Cockrum,m,phd,,,Vice President for Academic Affairs,US-UNIVERSITY-OF-THE-CUMBERLANDS,TRUE,,,2015
P06697,Marvin Samson,m,phd,,,Board Chairman,,,,,2015
P06698,Kathleen R. Mayes,f,phd,,,Unknown (USciences alumna/trustee leadership),,,,,2015
P06699,Cecil P. Staton,m,phd,,,President,,TRUE,,,2015
P06700,Rhett Brown,m,phd,,,"Vice President for Student Life and Enrollment Services (previously associate dean of students, university planning officer, dean of enrollment management)",US-WINGATE-UNIVERSITY,TRUE,,,2015
P06701,Elwood L. Robinson,m,phd,,US-PENNSYLVANIA-STATE-UNIVERSITY,Provost and Vice President of Academic Affairs,,TRUE,,,2015
P06702,Mark Searle,m,phd,Recreation Administration,US-UNIVERSITY-OF-MARYLAND-COLLEGE-PARK,"Executive Vice Provost, Arizona State University; served as interim provost for about seven months before the permanent appointment",,,,,2015
P06703,Edwin Trevathan,m,phd,,,"Dean, College for Public Health and Social Justice, Saint Louis University",,TRUE,,,2015
P06704,Richard M. Locke,m,phd,Political Science,US-MASSACHUSETTS-INSTITUTE-OF-TECHNOLOGY,"Director, Watson Institute for International and Public Affairs, Brown University",,,,,2015
P06705,Farnam Jahanian,m,phd,,US-UNIVERSITY-OF-TEXAS-AUSTIN,"Vice President for Research, Carnegie Mellon University (previously Assistant Director for CISE, National Science Foundation)",,,,,2015
P06706,Terry Parker,m,phd,Mechanical Engineering,,"Director of the Division of Engineering, Colorado School of Mines (since 2006)",,,,,2015
P06707,Kathy E. Johnson,f,phd,Psychology,US-EMORY-UNIVERSITY,"Dean of University College and Associate Vice Chancellor for Undergraduate Education, IUPUI",,TRUE,,,2015
P06708,Richard (Rick) Koubek,m,phd,Industrial Engineering,US-PURDUE-UNIVERSITY,"Dean of the College of Engineering, Louisiana State University",,TRUE,,,2015
P06709,Marie Lynn Miranda,f,phd,Economics,US-HARVARD-UNIVERSITY,"Dean, School of Natural Resources and Environment, University of Michigan",,TRUE,,,2015
P06710,Harold Stanley,m,phd,Political Science,US-YALE-UNIVERSITY,"Associate Provost, Southern Methodist University",,,,,2015
P06711,Elizabeth D. Liddy,f,phd,,US-SYRACUSE-UNIVERSITY,"Dean, School of Information Studies, Syracuse University",,TRUE,,,2015
P06712,James R. Stellar,m,phd,Biological Psychology,US-UNIVERSITY-OF-PENNSYLVANIA,"Vice President for Academic Innovation and Experiential Education, Queens College, CUNY (earlier provost and VP for academic affairs at Queens College; formerly dean of the College of Arts and Sciences, Northeastern University)",,TRUE,,,2015
P06713,Kevin Whitaker,m,phd,,US-TEXAS-A-AND-M-UNIVERSITY,"Dean of the College of Arts and Sciences, University of Alabama",,TRUE,,,2015
P06714,John M. Wiencek,m,phd,Chemical Engineering,US-CASE-WESTERN-RESERVE-UNIVERSITY,"Provost and Vice President for Academic Affairs, Virginia Commonwealth University",,,,,2015
P06715,Edward J. Feser,m,phd,Regional Planning,,"Dean of the College of Fine and Applied Arts, University of Illinois Urbana-Champaign",,TRUE,,,2015
P06716,Ronnie Green,m,phd,Animal Breeding,US-UNIVERSITY-OF-NEBRASKA-LINCOLN,"Vice Chancellor, Institute of Agriculture and Natural Resources, University of Nebraska-Lincoln",,,,,2015
P06717,P.T. Vasudevan,m,phd,Chemical Engineering,US-CLARKSON-UNIVERSITY,"Senior Vice Provost for Academic Affairs, University of New Hampshire",,,,,2015
P06718,Michael W. Quick,m,phd,Neuroscience,US-EMORY-UNIVERSITY,,,,,,2015
P06719,Judith Langlois,f,phd,Developmental Psychology,US-LOUISIANA-STATE-UNIVERSITY,,,,,,2015
P06720,Gerald (Jerry) J. Baldasty,m,phd,Communications,US-UNIVERSITY-OF-WASHINGTON,"Vice Provost and Dean of the Graduate School, University of Washington",,TRUE,,,2015
P06721,Gail Hackett,f,phd,Counseling Psychology,US-PENNSYLVANIA-STATE-UNIVERSITY,"Provost and Executive Vice Chancellor for Academic Affairs, University of Missouri-Kansas City",,,,,2015
P06722,Thanassis Rikakis,m,phd,,,"Vice Provost for Design, Arts, and Technology, Carnegie Mellon University",,,,,2015
P06723,Lee Anne Thompson,unknown,,,,"Interim Dean, College of Arts and Sciences",US-CASE-WESTERN-RESERVE-UNIVERSITY,,,,2015
P06724,John M. Lopes,m,,,,,,,,,2015
P06725,William A. Cohen,m,,,,"Chair, Dept. of English",US-UNIVERSITY-OF-MARYLAND-COLLEGE-PARK,,,,2015
P06726,Maura A. Ryan,f,,,,"Associate Dean for Humanities and Faculty Affairs, College of Arts and Letters",US-UNIVERSITY-OF-NOTRE-DAME,,,,2015
P06727,Mitzi Montoya,f,phd,Marketing,US-MICHIGAN-STATE-UNIVERSITY,Vice President and University Dean of Entrepreneurship and Innovation,,,,,2015
P06728,Lei Lei,f,phd,Operations Management,,Professor of Supply Chain Management,US-RUTGERS-UNIVERSITY,,,,2015
P06729,Jeff Schatzberg,m,phd,Business Administration,US-UNIVERSITY-OF-IOWA,Vice Dean,,TRUE,,,2015
P06730,Jeffrey Brown,m,phd,Finance,US-MASSACHUSETTS-INSTITUTE-OF-TECHNOLOGY,Professor of Finance,,,,,2015
P06731,Larry W. (Chip) Hunter,m,phd,HR/IR,US-MASSACHUSETTS-INSTITUTE-OF-TECHNOLOGY,Professor of Management and Human Resources,,,,,2015
P06732,Henry N. Butler,m,phd,,US-VIRGINIA-TECH,"Executive director, Law and Economics Center, George Mason University",,,,,2015
P06733,Cheney C. Joseph Jr.,m,phd,,,"Professor and longtime associate dean, LSU Law Center",,,,,2015
P06734,William R. Corbett,m,phd,,,"Professor of law, LSU Law Center",,,,,2015
P06735,Ronald K. Chen,m,phd,,,"Public Advocate of New Jersey; professor and former acting dean, Rutgers School of Law-Newark",,TRUE,,,2015
P06736,John Oberdiek,m,phd,Philosophy,US-UNIVERSITY-OF-PENNSYLVANIA,"Vice dean, Rutgers Law School-Camden",,,,,2015
P06737,William C. Banks,m,phd,,,"Faculty, Syracuse University College of Law",,,,,2015
P06738,James A. Gardner,m,phd,,,"Law professor, University at Buffalo School of Law",,,,,2015
P06739,Jennifer L. Mnookin,f,phd,History and Social Study of Science and Technology,US-MASSACHUSETTS-INSTITUTE-OF-TECHNOLOGY,"Vice dean, UCLA School of Law",,,,,2015
P06740,Thomas J. Miles,m,phd,Economics,US-UNIVERSITY-OF-CHICAGO,"Professor, University of Chicago Law School",,,,,2015
P06741,Jennifer S. Bard,f,phd,,US-TEXAS-TECH-UNIVERSITY,,,,,,2015
P06742,Laura Rosenbury,f,phd,,,"Professor, Washington University in St. Louis School of Law",,,,,2015
P06743,"Peter B. ""Bo"" Rutledge",m,phd,,,,,,,,2015
P06744,Vikram D. Amar,m,phd,,,"Professor and associate dean, UC Davis School of Law",,,,,2015
P06745,Danielle Conway,f,phd,,,,,,,,2015
P06746,Debbie Bell,f,phd,,,"Professor of Law, University of Mississippi",,,,,2015
P06747,Alfred D. Mathewson,m,phd,,,"Professor of Law, University of New Mexico School of Law",,,,,2015
P06748,Sergio Pareja,m,phd,,,"Professor of Law, University of New Mexico School of Law",,,,,2015
P06749,Martin H. Brinkley,m,phd,,,Partner at Smith Anderson law firm and former president of the North Carolina Bar Association,,,,,2015
P06750,Theodore W. Ruger,m,phd,,,"Professor, University of Pennsylvania Law School",,,,,2015
P06751,Andrew T. Guzman,m,phd,,US-HARVARD-UNIVERSITY,"Professor and Associate Dean, UC Berkeley School of Law; later Provost, USC",,,,,2015
P06752,Melanie D. Wilson,f,phd,,,"Associate Dean for Academic Affairs, University of Kansas School of Law",,,,,2015
P06753,Gregory W. Bowman,m,phd,,,,,,,,2015
P06754,Aron Sousa,m,phd,,,"Senior Associate Dean for Academic Affairs, MSU College of Human Medicine",,,,,2015
P06755,Sherine E. Gabriel,f,phd,,,"Dean, Mayo Medical School, Mayo Clinic (Rochester, MN)",,TRUE,,,2015
P06756,Stuart D. Flynn,m,phd,,,"Founding Dean, University of Arizona College of Medicine - Phoenix",,TRUE,,,2015
P06757,Howard Federoff,m,phd,,US-ALBERT-EINSTEIN-COLLEGE-OF-MEDICINE,"Executive Vice President for Health Sciences, Georgetown University",,,,,2015
P06758,John J. Reilly Jr.,m,phd,,,,,,,,2015
P06759,LouAnn Woodward,f,phd,,,"Associate Vice Chancellor for Health Affairs, University of Mississippi Medical Center",,,,,2015
P06760,Leslie W. Hall,m,phd,,,"Faculty and administrator, USC School of Medicine",,,,,2015
P06761,David S. Wilkes,m,phd,,,"Executive Associate Dean for Research Affairs, Indiana University School of Medicine",,,,,2015
P06762,John Tomkowiak,m,phd,,,"Chief Academic Officer, Chicago Medical School at Rosalind Franklin University",,,,,2015
P06763,David H. Perlmutter,m,phd,,,"Chair of Pediatrics, Washington University School of Medicine",,,,,2015
P06764,Clay B. Marsh,m,phd,,,"Vice Dean for Innovation, The Ohio State University College of Medicine",,,,,2015
P06765,Kyle D. Squires,m,phd,Mechanical Engineering,US-STANFORD-UNIVERSITY,Vice Dean / Interim Dean,US-ARIZONA-STATE-UNIVERSITY,TRUE,,,2015
P06766,Guruswami Ravichandran,m,phd,Solid Mechanics,US-BROWN-UNIVERSITY,"Director, Graduate Aerospace Laboratories (GALCIT)",US-CALIFORNIA-INSTITUTE-OF-TECHNOLOGY,,,,2015
P06767,Bruce R. Locke,m,phd,Engineering,US-NORTH-CAROLINA-STATE-UNIVERSITY,Associate Dean,,,,,2015
P06768,Francis J. Doyle III,m,phd,Chemical Engineering,US-CALIFORNIA-INSTITUTE-OF-TECHNOLOGY,"Associate Dean for Research, College of Engineering",,,,,2015
P06769,Judy Wornat,f,phd,Chemical Engineering,,"Chair, Chemical Engineering",US-LOUISIANA-STATE-UNIVERSITY,,,,2015
P06770,Fotis Sotiropoulos,m,phd,Civil Engineering,US-UNIVERSITY-OF-CINCINNATI,"Dean, College of Science and Engineering",US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,TRUE,,,2015
P06771,Teresa A. Dahlberg,f,phd,Computer Science,US-NORTH-CAROLINA-STATE-UNIVERSITY,"Associate Dean for Research, College of Computing and Informatics",,,,,2015
P06772,Jianmin Qu,m,phd,Mechanical Engineering,US-NORTHWESTERN-UNIVERSITY,"Chair, Dept of Civil and Environmental Engineering",US-NORTHWESTERN-UNIVERSITY,,,,2015
P06773,Jennifer Sinclair Curtis,f,phd,Chemical Engineering,US-PRINCETON-UNIVERSITY,Associate Dean for Undergraduate Education,US-PURDUE-UNIVERSITY,,,,2015
P06774,Vijay Kumar,m,phd,Mechanical Engineering,US-OHIO-STATE-UNIVERSITY,Deputy Dean for Research,US-UNIVERSITY-OF-PENNSYLVANIA,,,,2015
P06775,Craig H. Benson,m,phd,Civil Engineering,US-UNIVERSITY-OF-TEXAS-AUSTIN,Wisconsin Distinguished Professor of Civil Engineering,US-UNIVERSITY-OF-WISCONSIN-MADISON,,,,2015
P06776,Aaron F. Bobick,m,phd,Cognitive Science,,"Founding Chair, School of Interactive Computing",US-GEORGIA-INSTITUTE-OF-TECHNOLOGY,,,,2015
P06777,Pamela Stewart Fahs,f,phd,Nursing/Adult Health Education,US-UNIVERSITY-OF-ALABAMA-BIRMINGHAM,"Associate Dean and Professor, Decker School of Nursing",,,,,2015
P06778,Catherine Todero,f,phd,,US-UNIVERSITY-OF-NEBRASKA-LINCOLN,,,,,,2015
P06779,Melanie D. Logue,f,phd,Nursing,US-UNIVERSITY-OF-ARIZONA,,,,,,2015
P06780,Kathleen Gallo,f,phd,,US-ADELPHI-UNIVERSITY,"Chief Learning Officer / Senior VP, Northwell Health",,,,,2015
P06781,Robin P. Newhouse,f,phd,Nursing,US-UNIVERSITY-OF-MARYLAND-COLLEGE-PARK,,,,,,2015
P06782,Kathleen Czekanski,f,phd,Nursing,US-DUQUESNE-UNIVERSITY,"Associate Dean for Nursing Programs, La Salle SNHS",,,,,2015
P06783,Elizabeth A. Bossert,f,phd,,,"Associate Dean and director of graduate program, LLU School of Nursing",,,,,2015
P06784,Randolph F.R. Rasch,m,phd,,US-UNIVERSITY-OF-TEXAS-AUSTIN,"Director, Vanderbilt University School of Nursing (FNP program)",,,,,2015
P06785,Nancy P. Hanrahan,f,phd,Nursing,US-BOSTON-COLLEGE,,,,,,2015
P06786,Marie Foley,f,phd,Nursing,US-NEW-YORK-UNIVERSITY,,,,,,2015
P06787,Susan Mace Weeks,f,phd,,,"Acting Dean, Harris College",,TRUE,,,2015
P06788,Pamela R. Jeffries,f,phd,Nursing,US-INDIANA-UNIVERSITY-BLOOMINGTON,"Vice Provost for Digital Initiatives, Johns Hopkins University",,,,,2015
P06789,Kelly Harden,f,phd,Nursing Science,,"Associate Dean of Graduate Programs and DNP program chair, Union University",,,,,2015
P06790,Jean McSweeney,f,phd,Nursing,US-UNIVERSITY-OF-TEXAS-AUSTIN,"Associate Dean for Research, UAMS College of Nursing",,,,,2015
P06791,Patricia A. Cowan,f,phd,Nursing Science,,"Professor and Associate Dean for Academic and Student Affairs, University of Tennessee Health Science Center College of Nursing",,,,,2015
P06792,Linda Sarna,f,phd,Oncology Nursing,US-BOSTON-COLLEGE,Interim Dean / Professor,,TRUE,,,2015
P06793,Mary Lou Sole,f,phd,Adult Health,US-UNIVERSITY-OF-TEXAS-AUSTIN,Interim Dean (2013-2015); Orlando Health Endowed Chair; professor at UCF since 1991,,TRUE,,,2015
P06794,Donna Petersen,f,phd,Maternal and Child Health,,"Dean, USF College of Public Health",,TRUE,,,2015
P06795,Laurie Lauzon Clabo,f,phd,Nursing,US-UNIVERSITY-OF-RHODE-ISLAND,,,,,,2015
P06796,Deborah A. Zbegner,f,phd,,US-WIDENER-UNIVERSITY,"Director of Graduate Nursing Programs, Wilkes University",,,,,2015
P06797,Holly Powell Kennedy,f,phd,Nursing,US-UNIVERSITY-OF-RHODE-ISLAND,Professor of midwifery,,,,,2015
P06798,Sandro Galea,m,phd,Epidemiology,,"Chair, Department of Epidemiology, Columbia Mailman School of Public Health",US-COLUMBIA-UNIVERSITY,,,,2015
P06799,Helen Hopp Marshak,f,phd,Health Education,US-LOMA-LINDA-UNIVERSITY,"Professor and administrator, Loma Linda University School of Public Health",,,,,2015
P06800,Jay E. Maddock,m,phd,Psychology,,"Professor and director, Office of Public Health Studies, University of Hawaii at Manoa",,,,,2015
P06801,Zach Kelehear,m,phd,,,"Faculty/administrator, University of South Carolina College of Education",,,,,2015
P06802,Michael K. McLendon,m,phd,Higher Education,US-UNIVERSITY-OF-MICHIGAN,"Associate Dean, Peabody College, Vanderbilt University",,,,,2015
P06803,Richard Osguthorpe,m,phd,Educational Foundations and Policy,US-UNIVERSITY-OF-MICHIGAN,,,,,,2015
P06804,George J. Petersen,m,phd,Educational Leadership,,Dean of the Graduate School of Education at California Lutheran University,,TRUE,,,2015
